latitude,longitude,address,datetime,datetimeEpoch,tempmax,tempmin,temp,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,description,date,pm25,pm10,o3,no2,so2,co,City
52,43.2934,5.37132,Marseille,2015-02-22,1424559600,10.2,5.0,7.1,61.11,0.0,0.0,,,73.1,49.1,1002.9,17.5,39.5,,,0.0,Clear,Clear conditions throughout the day.,2015-02-22,35.0,25.0,,,,,Marseille
53,43.2934,5.37132,Marseille,2015-02-23,1424646000,13.8,3.9,7.5,62.57,0.0,0.0,,,49.6,39.1,1007.2,46.8,36.9,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2015-02-23,62.0,17.0,,,,,Marseille
54,43.2934,5.37132,Marseille,2015-02-24,1424732400,11.1,6.9,9.1,57.27,0.0,0.0,,,88.7,62.5,1008.2,47.4,38.2,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2015-02-24,46.0,17.0,,,,,Marseille
55,43.2934,5.37132,Marseille,2015-02-25,1424818800,13.0,7.2,9.4,51.31,0.0,0.0,,,84.0,60.3,1012.4,28.8,37.9,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2015-02-25,46.0,34.0,,,,,Marseille
56,43.2934,5.37132,Marseille,2015-02-26,1424905200,13.9,1.0,8.2,53.77,0.0,0.0,,,38.3,24.8,1016.0,42.6,39.2,,,0.0,Partially cloudy,Becoming cloudy in the afternoon.,2015-02-26,74.0,23.0,,,,,Marseille
57,43.2934,5.37132,Marseille,2015-02-27,1424991600,11.6,6.6,8.2,69.36,3.7800000000000002,20.83,,,73.9,53.8,1013.7,68.6,24.5,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,2015-02-27,62.0,22.0,,,,,Marseille
58,43.2934,5.37132,Marseille,2015-02-28,1425078000,12.3,2.8,7.7,59.33,0.0,0.0,,,60.4,40.6,1017.7,22.0,35.8,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2015-02-28,64.0,33.0,,,,,Marseille
59,43.2934,5.37132,Marseille,2015-03-01,1425164400,11.3,2.8,7.3,86.9,2.07,16.67,,,19.7,8.7,1019.1,90.6,12.1,,,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,2015-03-01,84.0,37.0,,,,,Marseille
60,43.2934,5.37132,Marseille,2015-03-02,1425250800,16.9,9.0,12.2,80.98,1.46,4.17,,,40.4,28.0,1017.8,81.2,23.9,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,2015-03-02,79.0,21.0,,,,,Marseille
61,43.2934,5.37132,Marseille,2015-03-03,1425337200,16.2,7.7,11.5,63.87,0.0,0.0,,,33.3,25.7,1023.4,33.9,38.7,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2015-03-03,50.0,31.0,,,,,Marseille
62,43.2934,5.37132,Marseille,2015-03-04,1425423600,11.1,7.5,9.0,66.3,0.01,4.17,,,94.9,63.1,1022.0,63.1,30.4,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,2015-03-04,66.0,17.0,,,,,Marseille
63,43.2934,5.37132,Marseille,2015-03-05,1425510000,12.6,6.1,8.7,46.93,0.35000000000000003,4.17,,,86.5,58.7,1021.3,6.4,36.9,,,0.0,Rain,Clear conditions throughout the day with early morning rain.,2015-03-05,47.0,30.0,,,,,Marseille
64,43.2934,5.37132,Marseille,2015-03-06,1425596400,14.2,1.4,7.9,48.88,0.0,0.0,,,45.1,24.4,1029.1,5.1,39.9,,,0.0,Clear,Clear conditions throughout the day.,2015-03-06,70.0,,,,,,Marseille
65,43.2934,5.37132,Marseille,2015-03-07,1425682800,14.9,1.0,7.8,64.41,0.0,0.0,,,23.4,13.3,1028.3,30.1,32.3,,,0.0,Partially cloudy,Partly cloudy throughout the day.,,,,,,,,
66,43.2934,5.37132,Marseille,2015-03-08,1425769200,14.9,2.9,8.8,71.26,0.03,4.17,,,19.4,12.7,1025.1,24.8,20.5,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,,,,,,,,
67,43.2934,5.37132,Marseille,2015-03-09,1425855600,15.3,3.5,8.8,74.44,0.03,4.17,,,25.4,15.2,1024.4,25.4,14.9,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,2015-03-09,,53.0,,,,,Marseille
68,43.2934,5.37132,Marseille,2015-03-10,1425942000,16.2,5.3,9.9,76.8,0.06,8.33,,,25.0,14.4,1024.4,33.9,9.5,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,2015-03-10,120.0,48.0,,,,,Marseille
69,43.2934,5.37132,Marseille,2015-03-11,1426028400,19.6,6.0,12.5,63.26,0.0,0.0,,,68.5,51.7,1020.4,33.0,14.1,,,0.0,Partially cloudy,Clearing in the afternoon.,2015-03-11,115.0,44.0,,,,,Marseille
70,43.2934,5.37132,Marseille,2015-03-12,1426114800,16.8,5.3,11.6,66.62,0.0,0.0,,,44.3,30.5,1020.6,9.3,13.4,,,0.0,Clear,Clear conditions throughout the day.,2015-03-12,96.0,,,,,,Marseille
71,43.2934,5.37132,Marseille,2015-03-13,1426201200,16.7,4.6,10.4,74.3,0.15,8.33,,,39.2,28.1,1019.0,47.0,14.8,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,,,,,,,,
72,43.2934,5.37132,Marseille,2015-03-14,1426287600,14.0,8.6,10.5,66.25,3.47,20.83,,,35.8,24.2,1018.3,85.9,31.9,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,,,,,,,,
73,43.2934,5.37132,Marseille,2015-03-15,1426374000,9.8,8.0,9.0,80.68,36.79,95.83,,,58.2,38.9,1016.2,95.9,13.6,,,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,2015-03-15,,22.0,,,,,Marseille
74,43.2934,5.37132,Marseille,2015-03-16,1426460400,13.1,8.6,10.4,77.61,6.33,33.33,,,63.1,37.1,1020.1,87.9,28.0,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,2015-03-16,55.0,19.0,,,,,Marseille
75,43.2934,5.37132,Marseille,2015-03-17,1426546800,13.1,9.0,10.8,89.17,6.45,41.67,,,32.3,13.6,1021.8,98.9,16.9,,,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,2015-03-17,60.0,45.0,,,,,Marseille
76,43.2934,5.37132,Marseille,2015-03-18,1426633200,17.9,8.9,12.6,74.29,0.02,4.17,,,27.1,17.8,1023.1,64.0,17.6,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,2015-03-18,91.0,51.0,,,,,Marseille
77,43.2934,5.37132,Marseille,2015-03-19,1426719600,17.4,6.6,11.8,74.11,0.03,4.17,,,25.4,19.0,1021.1,35.0,11.2,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,2015-03-19,116.0,45.0,,,,,Marseille
78,43.2934,5.37132,Marseille,2015-03-20,1426806000,18.2,7.7,12.9,70.55,0.0,0.0,,,27.6,17.4,1019.1,53.9,9.8,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2015-03-20,105.0,29.0,,,,,Marseille
79,43.2934,5.37132,Marseille,2015-03-21,1426892400,14.3,8.7,12.3,68.67,7.87,37.5,,,46.1,31.0,1015.9,88.4,12.1,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,2015-03-21,75.0,22.0,,,,,Marseille
80,43.2934,5.37132,Marseille,2015-03-22,1426978800,11.6,8.8,10.0,88.73,5.29,33.33,,,26.4,14.0,1012.6,94.9,9.5,,,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,2015-03-22,80.0,36.0,,,,,Marseille
81,43.2934,5.37132,Marseille,2015-03-23,1427065200,17.0,5.1,11.3,78.46,0.0,0.0,,,30.9,21.1,1014.1,45.2,16.0,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2015-03-23,81.0,38.0,,,,,Marseille
82,43.2934,5.37132,Marseille,2015-03-24,1427151600,16.9,6.9,12.1,74.48,0.9400000000000001,20.83,,,47.7,32.2,1008.2,76.2,16.2,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,2015-03-24,96.0,18.0,,,,,Marseille
83,43.2934,5.37132,Marseille,2015-03-25,1427238000,11.7,7.3,9.6,80.95,10.55,50.0,,,69.4,46.1,1001.4,88.2,21.1,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,2015-03-25,53.0,20.0,,,,,Marseille
84,43.2934,5.37132,Marseille,2015-03-26,1427324400,14.2,7.7,10.8,55.09,0.0,0.0,,,66.1,45.0,1007.5,16.0,29.1,,,0.0,Clear,Clear conditions throughout the day.,2015-03-26,78.0,,,,,,Marseille
85,43.2934,5.37132,Marseille,2015-03-27,1427410800,16.2,10.9,13.3,44.13,0.0,0.0,,,83.7,61.4,1015.2,5.8,37.1,,,0.0,Clear,Clear conditions throughout the day.,,,,,,,,
86,43.2934,5.37132,Marseille,2015-03-28,1427497200,19.1,9.8,14.1,49.57,0.0,0.0,,,74.4,54.2,1018.5,21.6,39.6,,,0.0,Partially cloudy,Partly cloudy throughout the day.,,,,,,,,
87,43.2934,5.37132,Marseille,2015-03-29,1427583600,19.6,12.1,15.1,60.92,0.0,0.0,,,56.0,40.7,1017.2,39.5,40.0,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2015-03-29,,17.0,,,,,Marseille
88,43.2934,5.37132,Marseille,2015-03-30,1427666400,21.3,13.2,16.7,59.16,0.0,0.0,,,58.9,40.6,1014.9,50.5,39.7,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2015-03-30,47.0,10.0,,,,,Marseille
89,43.2934,5.37132,Marseille,2015-03-31,1427752800,20.2,13.1,16.4,59.66,0.0,0.0,,,80.5,58.3,1018.3,9.9,38.3,,,0.0,Clear,Clear conditions throughout the day.,2015-03-31,29.0,,,,,,Marseille
90,43.2934,5.37132,Marseille,2015-04-01,1427839200,15.2,11.7,13.4,41.09,0.0,0.0,,,87.9,66.8,1022.1,20.3,36.8,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2015-04-01,48.0,13.0,,,,,Marseille
91,43.2934,5.37132,Marseille,2015-04-02,1427925600,18.3,9.7,13.5,44.11,0.0,0.0,,,77.5,55.2,1020.8,18.0,38.2,,,0.0,Clear,Clear conditions throughout the day.,2015-04-02,45.0,20.0,,,,,Marseille
92,43.2934,5.37132,Marseille,2015-04-03,1428012000,18.9,11.7,14.4,59.58,0.0,0.0,,,67.0,44.2,1016.4,37.3,39.7,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2015-04-03,46.0,19.0,,,,,Marseille
93,43.2934,5.37132,Marseille,2015-04-04,1428098400,18.3,9.5,13.8,59.23,0.0,0.0,,,62.5,44.2,1011.1,43.0,37.1,,,0.0,Partially cloudy,Clearing in the afternoon.,2015-04-04,41.0,14.0,,,,,Marseille
94,43.2934,5.37132,Marseille,2015-04-05,1428184800,15.4,7.7,11.4,51.82,0.01,4.17,,,73.0,49.0,1009.9,11.0,35.8,,,0.0,Rain,Clear conditions throughout the day with morning rain.,2015-04-05,49.0,21.0,,,,,Marseille
95,43.2934,5.37132,Marseille,2015-04-06,1428271200,15.8,7.8,11.6,46.14,0.0,0.0,,,45.4,27.1,1019.6,33.3,37.8,,,0.0,Partially cloudy,Clearing in the afternoon.,2015-04-06,54.0,28.0,,,,,Marseille
96,43.2934,5.37132,Marseille,2015-04-07,1428357600,16.4,6.7,11.3,54.09,0.0,0.0,,,33.4,18.4,1028.0,6.6,37.0,,,0.0,Clear,Clear conditions throughout the day.,2015-04-07,60.0,34.0,,,,,Marseille
97,43.2934,5.37132,Marseille,2015-04-08,1428444000,17.3,4.0,10.6,61.67,0.0,0.0,,,32.3,21.4,1030.0,0.0,30.2,,,0.0,Clear,Clear conditions throughout the day.,2015-04-08,61.0,36.0,,,,,Marseille
98,43.2934,5.37132,Marseille,2015-04-09,1428530400,18.0,3.8,11.2,61.03,0.03,4.17,,,22.9,15.5,1028.9,1.3,35.1,,,0.0,Rain,Clear conditions throughout the day with morning rain.,2015-04-09,69.0,29.0,,,,,Marseille
99,43.2934,5.37132,Marseille,2015-04-10,1428616800,18.6,3.5,11.4,45.88,0.01,4.17,,,35.7,24.4,1026.9,27.4,35.8,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,2015-04-10,56.0,27.0,,,,,Marseille
100,43.2934,5.37132,Marseille,2015-04-11,1428703200,19.3,5.1,12.1,60.25,0.01,4.17,,,26.7,20.0,1026.5,16.2,32.5,,,0.0,Rain,Clear conditions throughout the day with morning rain.,2015-04-11,60.0,32.0,,,,,Marseille
101,43.2934,5.37132,Marseille,2015-04-12,1428789600,18.7,5.9,13.0,75.29,0.15,8.33,,,26.0,16.7,1028.9,8.4,22.2,,,0.0,Rain,Clear conditions throughout the day with rain clearing later.,2015-04-12,86.0,44.0,,,,,Marseille
102,43.2934,5.37132,Marseille,2015-04-13,1428876000,23.2,7.7,15.0,69.99,0.19,8.33,,,34.4,23.2,1028.6,0.0,16.6,,,0.0,Rain,Clear conditions throughout the day with rain clearing later.,2015-04-13,87.0,47.0,,,,,Marseille
