latitude,longitude,address,datetime,datetimeEpoch,tempmax,tempmin,temp,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,description,date,pm25,pm10,o3,no2,so2,co,City
31,48.8572,2.34141,Paris,2014-02-01,1391209200,9.0,5.1,7.1,81.06,9.1,33.33,,,55.6,26.2,1000.0,18.8,20.5,,,0.0,Rain,Clear conditions throughout the day with rain clearing later.,2014-02-01,54.0,37.0,18.0,42.0,,5.0,Paris
32,48.8572,2.34141,Paris,2014-02-02,1391295600,9.8,2.1,5.1,81.26,0.0,0.0,,,31.7,15.9,1012.5,3.6,22.9,,,0.0,Clear,Clear conditions throughout the day.,2014-02-02,68.0,41.0,18.0,45.0,,6.0,Paris
33,48.8572,2.34141,Paris,2014-02-03,1391382000,8.7,1.0,4.6,80.68,0.0,0.0,,,37.6,19.2,1008.5,5.8,18.6,,,0.0,Clear,Clear conditions throughout the day.,2014-02-03,76.0,32.0,17.0,43.0,,5.0,Paris
34,48.8572,2.34141,Paris,2014-02-04,1391468400,9.3,4.3,6.8,74.13,0.0,0.0,,,57.7,25.2,1004.7,19.7,27.2,,,0.0,Clear,Clear conditions throughout the day.,2014-02-04,52.0,27.0,22.0,37.0,,4.0,Paris
35,48.8572,2.34141,Paris,2014-02-05,1391554800,9.7,5.5,7.7,76.46,3.02,25.0,,,60.3,28.8,995.0,25.0,22.5,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,2014-02-05,47.0,34.0,17.0,46.0,,5.0,Paris
36,48.8572,2.34141,Paris,2014-02-06,1391641200,12.2,5.7,7.8,79.79,1.17,12.5,,,49.6,25.9,1000.0,21.4,21.2,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,2014-02-06,58.0,30.0,24.0,37.0,,3.0,Paris
37,48.8572,2.34141,Paris,2014-02-07,1391727600,13.3,7.5,10.1,63.68,0.03,8.33,,,83.6,44.4,997.0,21.2,25.9,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,2014-02-07,48.0,18.0,24.0,28.0,,2.0,Paris
38,48.8572,2.34141,Paris,2014-02-08,1391814000,9.7,5.4,7.8,77.66,2.7199999999999998,25.0,,,63.7,32.3,992.8,24.0,24.8,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,2014-02-08,36.0,20.0,25.0,27.0,,3.0,Paris
39,48.8572,2.34141,Paris,2014-02-09,1391900400,9.1,4.5,6.4,72.94,0.0,0.0,,,70.7,29.9,996.4,23.8,26.6,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2014-02-09,41.0,33.0,20.0,44.0,,6.0,Paris
40,48.8572,2.34141,Paris,2014-02-10,1391986800,9.1,4.8,6.7,72.08,0.0,0.0,,,43.3,18.5,994.4,21.0,27.1,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2014-02-10,56.0,68.0,17.0,40.0,,4.0,Paris
41,48.8572,2.34141,Paris,2014-02-11,1392073200,8.0,2.9,5.8,79.97,0.53,12.5,,,57.1,25.8,1005.0,17.5,22.5,,,0.0,Rain,Clear conditions throughout the day with late afternoon rain.,2014-02-11,51.0,30.0,21.0,38.0,,4.0,Paris
42,48.8572,2.34141,Paris,2014-02-12,1392159600,9.0,2.0,5.8,80.33,0.76,16.67,,,71.4,33.1,1006.3,12.9,21.8,,,0.0,Rain,Clear conditions throughout the day with rain.,2014-02-12,54.0,29.0,19.0,48.0,,4.0,Paris
43,48.8572,2.34141,Paris,2014-02-13,1392246000,8.5,4.0,6.7,80.94,8.97,25.0,,,64.2,22.2,999.2,16.7,20.1,,,0.0,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,2014-02-13,55.0,28.0,28.0,47.0,,5.0,Paris
44,48.8572,2.34141,Paris,2014-02-14,1392332400,13.5,3.5,7.3,86.29,0.9500000000000001,16.67,,,61.0,30.5,1001.4,26.1,23.6,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,2014-02-14,57.0,26.0,25.0,28.0,,3.0,Paris
45,48.8572,2.34141,Paris,2014-02-15,1392418800,12.0,7.2,9.9,71.47,0.0,0.0,,,71.5,33.4,1000.5,23.4,24.6,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2014-02-15,43.0,26.0,21.0,33.0,,3.0,Paris
46,48.8572,2.34141,Paris,2014-02-16,1392505200,10.5,5.1,7.7,77.25,0.21,4.17,,,41.7,19.2,1011.5,14.3,25.3,,,0.0,Rain,Clear conditions throughout the day with late afternoon rain.,2014-02-16,50.0,39.0,25.0,51.0,,6.0,Paris
47,48.8572,2.34141,Paris,2014-02-17,1392591600,11.1,4.3,7.1,80.6,0.0,0.0,,,32.7,16.9,1013.0,16.6,21.5,,,0.0,Clear,Clear conditions throughout the day.,2014-02-17,69.0,44.0,11.0,49.0,,6.0,Paris
48,48.8572,2.34141,Paris,2014-02-18,1392678000,9.2,4.5,6.9,79.64,0.02,4.17,,,26.9,13.2,1013.2,22.0,21.6,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,2014-02-18,82.0,74.0,15.0,53.0,,5.0,Paris
49,48.8572,2.34141,Paris,2014-02-19,1392764400,11.4,6.5,8.8,81.17,0.26,20.83,,,28.0,15.9,1015.4,23.1,22.1,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,2014-02-19,67.0,22.0,22.0,41.0,,4.0,Paris
50,48.8572,2.34141,Paris,2014-02-20,1392850800,11.2,8.3,9.6,89.56,2.32,37.5,,,45.0,23.8,1010.0,25.4,18.0,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,2014-02-20,54.0,26.0,23.0,44.0,,4.0,Paris
51,48.8572,2.34141,Paris,2014-02-21,1392937200,10.3,5.6,7.9,71.58,0.0,0.0,,,42.5,21.7,1010.1,15.5,26.9,,,0.0,Clear,Clear conditions throughout the day.,2014-02-21,45.0,30.0,19.0,45.0,,5.0,Paris
52,48.8572,2.34141,Paris,2014-02-22,1393023600,9.4,4.7,6.5,83.52,3.29,12.5,,,39.2,17.7,1014.8,19.2,23.2,,,0.0,Rain,Clear conditions throughout the day with morning rain.,2014-02-22,66.0,33.0,24.0,39.0,,3.0,Paris
53,48.8572,2.34141,Paris,2014-02-23,1393110000,12.8,4.7,8.4,79.78,0.0,0.0,,,34.2,16.7,1018.6,10.8,18.2,,,0.0,Clear,Clear conditions throughout the day.,2014-02-23,62.0,40.0,20.0,54.0,,5.0,Paris
54,48.8572,2.34141,Paris,2014-02-24,1393196400,14.3,4.7,9.6,70.4,0.0,0.0,,,43.8,19.4,1011.8,7.6,25.6,,,0.0,Clear,Clear conditions throughout the day.,2014-02-24,76.0,27.0,23.0,44.0,,4.0,Paris
55,48.8572,2.34141,Paris,2014-02-25,1393282800,12.3,7.4,9.7,74.48,2.4,20.83,,,60.3,31.3,1008.4,19.5,25.1,,,0.0,Rain,Clear conditions throughout the day with rain.,2014-02-25,53.0,41.0,18.0,53.0,,5.0,Paris
56,48.8572,2.34141,Paris,2014-02-26,1393369200,11.2,5.0,7.5,77.16,0.01,4.17,,,28.6,14.2,1017.0,21.7,22.7,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,2014-02-26,65.0,31.0,17.0,52.0,,4.0,Paris
57,48.8572,2.34141,Paris,2014-02-27,1393455600,10.0,3.8,6.1,86.08,11.28,33.33,,,53.6,24.4,1015.0,18.4,20.0,,,0.0,Rain,Clear conditions throughout the day with rain.,2014-02-27,60.0,30.0,16.0,57.0,,5.0,Paris
58,48.8572,2.34141,Paris,2014-02-28,1393542000,9.3,4.6,6.3,86.78,5.41,37.5,,,37.9,17.4,1000.7,24.9,20.2,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,2014-02-28,61.0,40.0,18.0,60.0,,5.0,Paris
59,48.8572,2.34141,Paris,2014-03-01,1393628400,8.9,4.2,6.1,78.87,0.48,16.67,,,30.2,13.7,1002.6,18.5,17.8,,,0.0,Rain,Clear conditions throughout the day with rain.,2014-03-01,87.0,45.0,24.0,47.0,,5.0,Paris
60,48.8572,2.34141,Paris,2014-03-02,1393714800,10.2,0.8,5.8,71.39,0.0,0.0,,,49.6,23.3,1002.1,11.3,18.5,,,0.0,Clear,Clear conditions throughout the day.,2014-03-02,100.0,25.0,21.0,50.0,,5.0,Paris
61,48.8572,2.34141,Paris,2014-03-03,1393801200,8.5,4.5,6.6,82.7,6.14,37.5,,,59.3,24.2,989.4,22.1,20.9,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,2014-03-03,53.0,44.0,15.0,65.0,,8.0,Paris
62,48.8572,2.34141,Paris,2014-03-04,1393887600,11.4,4.3,7.2,74.31,0.0,0.0,,,25.4,12.8,1004.1,22.5,21.5,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2014-03-04,78.0,80.0,22.0,72.0,,8.0,Paris
63,48.8572,2.34141,Paris,2014-03-05,1393974000,12.5,4.1,8.1,68.32,0.01,4.17,,,22.5,9.3,1019.9,4.6,21.2,,,0.0,Rain,Clear conditions throughout the day with morning rain.,2014-03-05,97.0,64.0,20.0,70.0,,10.0,Paris
64,48.8572,2.34141,Paris,2014-03-06,1394060400,14.3,3.7,8.7,60.72,0.0,0.0,,,22.0,10.6,1027.7,1.0,18.2,,,0.0,Clear,Clear conditions throughout the day.,2014-03-06,123.0,66.0,20.0,67.0,,8.0,Paris
65,48.8572,2.34141,Paris,2014-03-07,1394146800,15.8,3.5,9.5,61.89,0.0,0.0,,,23.6,10.4,1026.4,7.2,11.2,,,0.0,Clear,Clear conditions throughout the day.,2014-03-07,132.0,67.0,25.0,58.0,,6.0,Paris
66,48.8572,2.34141,Paris,2014-03-08,1394233200,18.1,5.4,11.5,59.7,0.0,0.0,,,31.8,15.8,1027.5,1.0,9.0,,,0.0,Clear,Clear conditions throughout the day.,2014-03-08,145.0,63.0,28.0,61.0,,7.0,Paris
67,48.8572,2.34141,Paris,2014-03-09,1394319600,21.2,6.4,13.2,51.47,0.0,0.0,,,24.1,13.7,1025.8,0.0,14.8,,,0.0,Clear,Clear conditions throughout the day.,2014-03-09,119.0,71.0,27.0,68.0,,8.0,Paris
68,48.8572,2.34141,Paris,2014-03-10,1394406000,20.1,8.0,13.3,58.92,0.0,0.0,,,44.3,22.5,1024.3,0.1,11.2,,,0.0,Clear,Clear conditions throughout the day.,2014-03-10,138.0,80.0,13.0,44.0,,6.0,Paris
69,48.8572,2.34141,Paris,2014-03-11,1394492400,16.0,8.1,11.2,74.74,0.0,0.0,,,39.0,23.3,1027.5,10.0,3.8,,,0.0,Clear,Clear conditions throughout the day.,2014-03-11,164.0,86.0,22.0,67.0,,9.0,Paris
70,48.8572,2.34141,Paris,2014-03-12,1394578800,17.8,7.3,12.1,59.12,0.0,0.0,,,24.4,13.2,1028.9,0.4,6.7,,,0.0,Clear,Clear conditions throughout the day.,2014-03-12,166.0,91.0,23.0,84.0,,10.0,Paris
71,48.8572,2.34141,Paris,2014-03-13,1394665200,18.9,7.1,12.7,57.18,0.0,0.0,,,18.8,8.3,1028.3,0.0,6.6,,,0.0,Clear,Clear conditions throughout the day.,2014-03-13,168.0,98.0,15.0,71.0,,9.0,Paris
72,48.8572,2.34141,Paris,2014-03-14,1394751600,19.5,7.4,13.1,64.15,0.01,4.17,,,29.2,13.9,1027.0,0.5,4.0,,,0.0,Rain,Clear conditions throughout the day with morning rain.,2014-03-14,177.0,64.0,23.0,40.0,,4.0,Paris
73,48.8572,2.34141,Paris,2014-03-15,1394838000,14.9,7.1,10.9,71.12,0.0,0.0,,,42.1,20.6,1027.6,20.8,11.6,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2014-03-15,113.0,42.0,25.0,40.0,,4.0,Paris
74,48.8572,2.34141,Paris,2014-03-16,1394924400,17.8,6.7,12.2,69.08,0.01,4.17,,,32.6,16.3,1025.5,1.7000000000000002,19.1,,,0.0,Rain,Clear conditions throughout the day with afternoon rain.,2014-03-16,67.0,81.0,15.0,46.0,,4.0,Paris
75,48.8572,2.34141,Paris,2014-03-17,1395010800,10.9,7.3,9.1,83.26,0.0,0.0,,,26.4,14.0,1023.8,18.0,14.1,,,0.0,Clear,Clear conditions throughout the day.,2014-03-17,81.0,42.0,24.0,43.0,,4.0,Paris
76,48.8572,2.34141,Paris,2014-03-18,1395097200,13.2,7.1,10.1,76.85,0.0,0.0,,,42.7,19.7,1020.7,25.0,15.0,,,0.0,Partially cloudy,Partly cloudy throughout the day.,2014-03-18,74.0,51.0,22.0,53.0,,6.0,Paris
77,48.8572,2.34141,Paris,2014-03-19,1395183600,16.3,8.3,11.5,69.9,0.0,0.0,,,35.1,15.8,1026.7,13.3,19.5,,,0.0,Clear,Clear conditions throughout the day.,2014-03-19,64.0,56.0,31.0,52.0,,5.0,Paris
78,48.8572,2.34141,Paris,2014-03-20,1395270000,20.0,5.9,13.2,62.72,0.0,0.0,,,52.6,24.4,1016.1,3.4,19.8,,,0.0,Clear,Clear conditions throughout the day.,2014-03-20,69.0,34.0,27.0,47.0,,6.0,Paris
79,48.8572,2.34141,Paris,2014-03-21,1395356400,13.9,9.4,11.2,65.53,0.32,8.33,,,54.1,26.6,1010.9,22.8,21.6,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,2014-03-21,56.0,24.0,27.0,39.0,,3.0,Paris
80,48.8572,2.34141,Paris,2014-03-22,1395442800,13.0,6.6,9.2,65.57,0.47000000000000003,20.83,,,51.5,24.9,1005.6,18.3,26.9,,,0.0,Rain,Clear conditions throughout the day with rain.,2014-03-22,40.0,23.0,25.0,40.0,,3.0,Paris
81,48.8572,2.34141,Paris,2014-03-23,1395529200,11.3,3.3,6.4,72.97,0.4,25.0,,,56.2,22.8,1009.5,11.3,25.8,,,0.0,Rain,Clear conditions throughout the day with rain.,2014-03-23,41.0,44.0,17.0,60.0,,6.0,Paris
82,48.8572,2.34141,Paris,2014-03-24,1395615600,10.9,2.4,6.6,65.24,2.8,4.17,,,22.8,10.9,1014.3,11.1,22.7,,,0.0,Rain,Clear conditions throughout the day with morning rain.,2014-03-24,72.0,37.0,16.0,54.0,,5.0,Paris
83,48.8572,2.34141,Paris,2014-03-25,1395702000,7.2,5.2,6.3,78.98,2.19,50.0,,,38.9,17.4,1008.8,27.5,19.2,,,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,2014-03-25,77.0,53.0,21.0,53.0,1.0,6.0,Paris
