datetime,pm25,pm10,o3,no2
2322,2020-05-11,12.0,7.0,21.0,2.0
2323,2020-05-12,22.0,13.0,13.0,7.0
2324,2020-05-13,43.0,16.0,27.0,3.0
2325,2020-05-14,50.0,20.0,26.0,4.0
2326,2020-05-15,61.0,16.0,40.0,2.0
2327,2020-05-16,54.0,10.0,44.0,1.0
2328,2020-05-17,27.0,10.0,44.0,3.0
2329,2020-05-18,25.0,13.0,43.0,1.0
2330,2020-05-19,24.0,13.0,45.0,2.0
2331,2020-05-20,23.0,12.0,44.0,2.0
2332,2020-05-21,33.0,16.0,44.0,7.0
2333,2020-05-22,42.0,12.0,32.0,3.0
2334,2020-05-23,31.0,7.0,32.0,1.0
2335,2020-05-24,18.0,10.0,34.0,1.0
2336,2020-05-25,23.0,12.0,40.0,2.0
2337,2020-05-26,27.0,12.0,42.0,2.0
2338,2020-05-27,28.0,14.0,47.0,4.0
2339,2020-05-28,31.0,15.0,40.0,2.0
2340,2020-05-29,30.0,11.0,45.0,3.0
2341,2020-05-30,26.0,12.0,44.0,2.0
2342,2020-05-31,31.0,13.0,42.0,3.0
2343,2020-06-01,36.0,14.0,49.0,5.0
2344,2020-06-02,35.0,17.0,36.0,8.0
2345,2020-06-03,41.0,12.0,32.0,7.0
2346,2020-06-04,35.0,8.0,28.0,4.0
2347,2020-06-05,23.0,6.0,19.0,5.0
2348,2020-06-06,13.0,7.0,31.0,1.0
2349,2020-06-07,16.0,7.0,30.0,3.0
2350,2020-06-08,14.0,8.0,20.0,7.0
2351,2020-06-09,26.0,13.0,31.0,5.0
2352,2020-06-10,42.0,14.0,36.0,6.0
2353,2020-06-11,40.0,12.0,26.0,7.0
2354,2020-06-12,29.0,8.0,27.0,4.0
2355,2020-06-13,24.0,7.0,30.0,4.0
2356,2020-06-14,21.0,8.0,32.0,3.0
2357,2020-06-15,19.0,9.0,32.0,3.0
2358,2020-06-16,22.0,13.0,28.0,4.0
2359,2020-06-17,20.0,8.0,31.0,7.0
2360,2020-06-18,17.0,6.0,31.0,5.0
2361,2020-06-19,15.0,5.0,33.0,2.0
2362,2020-06-20,13.0,6.0,31.0,2.0
2363,2020-06-21,16.0,9.0,29.0,1.0
2364,2020-06-22,16.0,13.0,42.0,4.0
2365,2020-06-23,27.0,18.0,49.0,9.0
2366,2020-06-24,44.0,17.0,44.0,5.0
2367,2020-06-25,40.0,16.0,39.0,7.0
2368,2020-06-26,36.0,11.0,44.0,4.0
2369,2020-06-27,32.0,11.0,31.0,3.0
2370,2020-06-28,33.0,8.0,28.0,3.0
2371,2020-06-29,15.0,12.0,46.0,5.0
2372,2020-06-30,21.0,16.0,45.0,10.0
2373,2020-07-01,30.0,10.0,24.0,5.0
2374,2020-07-02,22.0,8.0,30.0,2.0
2375,2020-07-03,16.0,8.0,35.0,3.0
2376,2020-07-04,17.0,7.0,24.0,4.0
2377,2020-07-05,16.0,9.0,28.0,2.0
2378,2020-07-06,17.0,15.0,33.0,2.0
2379,2020-07-07,26.0,14.0,39.0,6.0
2380,2020-07-08,22.0,21.0,48.0,13.0
2381,2020-07-09,32.0,19.0,49.0,8.0
2382,2020-07-10,32.0,8.0,37.0,2.0
2383,2020-07-11,17.0,8.0,42.0,1.0
2384,2020-07-12,17.0,11.0,46.0,5.0
2385,2020-07-13,24.0,15.0,50.0,3.0
2386,2020-07-14,32.0,15.0,31.0,7.0
2387,2020-07-15,30.0,10.0,27.0,2.0
2388,2020-07-16,21.0,10.0,25.0,2.0
2389,2020-07-17,19.0,8.0,44.0,2.0
2390,2020-07-18,21.0,10.0,45.0,3.0
2391,2020-07-19,30.0,17.0,51.0,9.0
2392,2020-07-20,41.0,31.0,60.0,7.0
2393,2020-07-21,56.0,22.0,38.0,10.0
2394,2020-07-22,54.0,27.0,51.0,7.0
2395,2020-07-23,49.0,18.0,44.0,7.0
2396,2020-07-24,31.0,13.0,47.0,6.0
2397,2020-07-25,25.0,8.0,30.0,3.0
2398,2020-07-26,17.0,12.0,43.0,5.0
2399,2020-07-27,22.0,17.0,45.0,4.0
2400,2020-07-28,36.0,15.0,40.0,2.0
2401,2020-07-29,21.0,22.0,62.0,7.0
2402,2020-07-30,36.0,25.0,53.0,6.0
2403,2020-07-31,52.0,20.0,60.0,5.0
2404,2020-08-01,45.0,9.0,31.0,2.0
2405,2020-08-02,25.0,10.0,31.0,3.0
2406,2020-08-03,17.0,10.0,41.0,3.0
2407,2020-08-04,18.0,12.0,42.0,3.0
2408,2020-08-05,25.0,15.0,47.0,9.0
2409,2020-08-06,27.0,17.0,70.0,14.0
2410,2020-08-07,33.0,14.0,57.0,9.0
2411,2020-08-08,33.0,17.0,59.0,9.0
2412,2020-08-09,41.0,21.0,49.0,9.0
2413,2020-08-10,45.0,17.0,35.0,14.0
2414,2020-08-11,38.0,19.0,40.0,6.0
2415,2020-08-12,46.0,19.0,39.0,8.0
2416,2020-08-13,49.0,11.0,38.0,7.0
2417,2020-08-14,29.0,7.0,42.0,3.0
2418,2020-08-15,16.0,11.0,39.0,9.0
2419,2020-08-16,29.0,9.0,33.0,6.0
2420,2020-08-17,26.0,7.0,39.0,6.0
2421,2020-08-18,15.0,11.0,41.0,8.0
2422,2020-08-19,20.0,14.0,39.0,3.0
2423,2020-08-20,29.0,10.0,36.0,4.0
2424,2020-08-21,16.0,7.0,29.0,3.0
2425,2020-08-22,17.0,6.0,31.0,2.0
2426,2020-08-23,15.0,7.0,33.0,4.0
2427,2020-08-24,13.0,12.0,37.0,12.0
2428,2020-08-25,18.0,10.0,29.0,8.0
2429,2020-08-26,17.0,15.0,39.0,10.0
2430,2020-08-27,24.0,14.0,13.0,18.0
2431,2020-08-28,24.0,7.0,24.0,6.0
2432,2020-08-29,19.0,4.0,27.0,3.0
2433,2020-08-30,11.0,10.0,29.0,5.0
2434,2020-08-31,13.0,10.0,36.0,4.0
2435,2020-09-01,17.0,11.0,36.0,6.0
2436,2020-09-02,22.0,13.0,46.0,11.0
2437,2020-09-03,25.0,20.0,47.0,14.0
2438,2020-09-04,36.0,11.0,51.0,5.0
2439,2020-09-05,28.0,8.0,33.0,1.0
2440,2020-09-06,17.0,13.0,35.0,2.0
2441,2020-09-07,22.0,13.0,37.0,7.0
2442,2020-09-08,26.0,24.0,42.0,23.0
2443,2020-09-09,46.0,24.0,41.0,13.0
2444,2020-09-10,39.0,14.0,34.0,6.0
2445,2020-09-11,26.0,13.0,38.0,11.0
2446,2020-09-12,23.0,16.0,45.0,7.0
2447,2020-09-13,33.0,26.0,43.0,17.0
2448,2020-09-14,58.0,28.0,44.0,10.0
2449,2020-09-15,64.0,34.0,47.0,13.0
2450,2020-09-16,67.0,26.0,55.0,5.0
2451,2020-09-17,52.0,37.0,46.0,11.0
2452,2020-09-18,70.0,21.0,36.0,7.0
2453,2020-09-19,56.0,13.0,37.0,9.0
2454,2020-09-20,44.0,15.0,24.0,15.0
2455,2020-09-21,42.0,14.0,23.0,12.0
2456,2020-09-22,37.0,13.0,33.0,9.0
2457,2020-09-23,35.0,11.0,28.0,8.0
2458,2020-09-24,26.0,4.0,26.0,5.0
2459,2020-09-25,8.0,6.0,22.0,4.0
2460,2020-09-26,14.0,4.0,17.0,6.0
2461,2020-09-27,14.0,5.0,15.0,10.0
2462,2020-09-28,13.0,10.0,27.0,11.0
2463,2020-09-29,28.0,23.0,22.0,15.0
2464,2020-09-30,55.0,23.0,8.0,24.0
2465,2020-10-01,59.0,14.0,26.0,18.0
2466,2020-10-02,40.0,4.0,26.0,5.0
2467,2020-10-03,10.0,4.0,24.0,5.0
2468,2020-10-04,11.0,8.0,16.0,11.0
2469,2020-10-05,16.0,9.0,17.0,9.0
2470,2020-10-06,23.0,9.0,22.0,10.0
2471,2020-10-07,20.0,16.0,20.0,17.0
2472,2020-10-08,38.0,14.0,4.0,21.0
2473,2020-10-09,40.0,5.0,22.0,4.0
2474,2020-10-10,15.0,6.0,22.0,5.0
2475,2020-10-11,16.0,8.0,24.0,5.0
2476,2020-10-12,22.0,16.0,14.0,15.0
2477,2020-10-13,41.0,14.0,20.0,8.0
2478,2020-10-14,41.0,9.0,18.0,4.0
2479,2020-10-15,26.0,6.0,14.0,4.0
2480,2020-10-16,20.0,14.0,17.0,4.0
2481,2020-10-17,49.0,14.0,28.0,4.0
2482,2020-10-18,50.0,21.0,34.0,11.0
2483,2020-10-19,56.0,15.0,36.0,3.0
2484,2020-10-20,23.0,27.0,41.0,2.0
2485,2020-10-21,33.0,40.0,38.0,8.0
2486,2020-10-22,55.0,15.0,17.0,14.0
2487,2020-10-23,42.0,11.0,21.0,14.0
2488,2020-10-24,36.0,10.0,28.0,6.0
2489,2020-10-25,30.0,5.0,28.0,10.0
2490,2020-10-26,14.0,11.0,22.0,12.0
2491,2020-10-27,30.0,8.0,24.0,10.0
2492,2020-10-28,21.0,14.0,18.0,17.0
2493,2020-10-29,29.0,23.0,19.0,17.0
2494,2020-10-30,53.0,24.0,14.0,15.0
2495,2020-10-31,68.0,26.0,15.0,10.0
2496,2020-11-01,78.0,25.0,18.0,8.0
2497,2020-11-02,72.0,12.0,21.0,12.0
2498,2020-11-03,34.0,11.0,23.0,4.0
2499,2020-11-04,27.0,16.0,18.0,7.0
2500,2020-11-05,46.0,27.0,13.0,14.0
2501,2020-11-06,68.0,20.0,19.0,9.0
2502,2020-11-07,58.0,11.0,22.0,8.0
2503,2020-11-08,34.0,28.0,11.0,18.0
2504,2020-11-09,67.0,38.0,9.0,16.0
2505,2020-11-10,87.0,25.0,15.0,8.0
2506,2020-11-11,73.0,36.0,9.0,18.0
2507,2020-11-12,86.0,24.0,22.0,14.0
2508,2020-11-13,66.0,19.0,27.0,9.0
2509,2020-11-14,52.0,14.0,31.0,3.0
2510,2020-11-15,34.0,14.0,24.0,12.0
2511,2020-11-16,33.0,22.0,17.0,15.0
2512,2020-11-17,48.0,22.0,15.0,16.0
2513,2020-11-18,56.0,17.0,27.0,13.0
2514,2020-11-19,43.0,9.0,27.0,3.0
2515,2020-11-20,21.0,20.0,20.0,8.0
2516,2020-11-21,61.0,43.0,5.0,14.0
2517,2020-11-22,122.0,63.0,5.0,19.0
2518,2020-11-23,157.0,58.0,1.0,22.0
2519,2020-11-24,146.0,33.0,15.0,24.0
2520,2020-11-25,79.0,44.0,6.0,24.0
2521,2020-11-26,95.0,41.0,8.0,23.0
2522,2020-11-27,92.0,41.0,8.0,17.0
2523,2020-11-28,111.0,29.0,10.0,11.0
2524,2020-11-29,88.0,24.0,13.0,6.0
2525,2020-11-30,76.0,29.0,11.0,15.0
2526,2020-12-01,82.0,10.0,16.0,6.0
2527,2020-12-02,32.0,14.0,23.0,11.0
2528,2020-12-03,46.0,6.0,26.0,13.0
2529,2020-12-04,17.0,17.0,16.0,15.0
2530,2020-12-05,57.0,28.0,9.0,13.0
2531,2020-12-06,87.0,23.0,20.0,13.0
2532,2020-12-07,67.0,8.0,20.0,11.0
2533,2020-12-08,22.0,21.0,7.0,12.0
2534,2020-12-09,67.0,34.0,4.0,19.0
2535,2020-12-10,90.0,14.0,20.0,11.0
2536,2020-12-11,36.0,6.0,24.0,8.0
2537,2020-12-12,21.0,10.0,22.0,12.0
2538,2020-12-13,31.0,19.0,24.0,13.0
2539,2020-12-14,48.0,11.0,26.0,11.0
2540,2020-12-15,26.0,11.0,26.0,12.0
2541,2020-12-16,30.0,25.0,19.0,17.0
2542,2020-12-17,61.0,24.0,16.0,15.0
2543,2020-12-18,69.0,13.0,20.0,9.0
2544,2020-12-19,37.0,13.0,18.0,14.0
2545,2020-12-20,46.0,13.0,23.0,12.0
2546,2020-12-21,40.0,17.0,14.0,18.0
2547,2020-12-22,48.0,14.0,22.0,10.0
2548,2020-12-23,45.0,4.0,26.0,8.0
2549,2020-12-24,15.0,4.0,25.0,1.0
2550,2020-12-25,13.0,8.0,26.0,3.0
2551,2020-12-26,29.0,11.0,30.0,7.0
2552,2020-12-27,38.0,6.0,27.0,5.0
2553,2020-12-28,12.0,10.0,22.0,10.0
2554,2020-12-29,21.0,9.0,17.0,13.0
2555,2020-12-30,34.0,11.0,21.0,8.0
2556,2020-12-31,40.0,9.0,21.0,3.0
2557,2021-01-01,39.0,14.0,19.0,3.0
2558,2021-01-02,56.0,14.0,19.0,4.0
2559,2021-01-03,53.0,24.0,9.0,7.0
2560,2021-01-04,77.0,33.0,6.0,11.0
2561,2021-01-05,93.0,31.0,7.0,10.0
2562,2021-01-06,88.0,25.0,8.0,11.0
2563,2021-01-07,76.0,20.0,16.0,8.0
2564,2021-01-08,64.0,20.0,16.0,6.0
2565,2021-01-09,67.0,16.0,14.0,5.0
2566,2021-01-10,61.0,25.0,12.0,8.0
2567,2021-01-11,73.0,40.0,4.0,20.0
2568,2021-01-12,106.0,21.0,5.0,23.0
2569,2021-01-13,67.0,12.0,22.0,16.0
2570,2021-01-14,30.0,5.0,22.0,7.0
2571,2021-01-15,20.0,15.0,20.0,6.0
2572,2021-01-16,57.0,18.0,21.0,13.0
2573,2021-01-17,61.0,21.0,17.0,16.0
2574,2021-01-18,65.0,22.0,17.0,19.0
2575,2021-01-19,64.0,12.0,34.0,4.0
2576,2021-01-20,28.0,8.0,33.0,4.0
2577,2021-01-21,19.0,8.0,28.0,10.0
2578,2021-01-22,23.0,6.0,30.0,8.0
2579,2021-01-23,19.0,4.0,26.0,5.0
2580,2021-01-24,15.0,8.0,24.0,10.0
2581,2021-01-25,21.0,13.0,25.0,10.0
2582,2021-01-26,42.0,32.0,5.0,23.0
2583,2021-01-27,79.0,27.0,2.0,22.0
2584,2021-01-28,73.0,11.0,28.0,12.0
2585,2021-01-29,35.0,13.0,10.0,16.0
2586,2021-01-30,47.0,20.0,21.0,14.0
2587,2021-01-31,63.0,11.0,17.0,16.0
2588,2021-02-01,28.0,11.0,12.0,14.0
2589,2021-02-02,37.0,8.0,21.0,9.0
2590,2021-02-03,22.0,27.0,3.0,22.0
2591,2021-02-04,66.0,32.0,4.0,23.0
2592,2021-02-05,77.0,43.0,17.0,17.0
2593,2021-02-06,78.0,9.0,26.0,5.0
2594,2021-02-07,20.0,15.0,19.0,11.0
2595,2021-02-08,43.0,13.0,19.0,10.0
2596,2021-02-09,42.0,16.0,25.0,11.0
2597,2021-02-10,51.0,32.0,24.0,5.0
2598,2021-02-11,91.0,39.0,21.0,8.0
2599,2021-02-12,108.0,27.0,21.0,6.0
2600,2021-02-13,83.0,26.0,27.0,6.0
2601,2021-02-14,73.0,12.0,30.0,5.0
2602,2021-02-15,28.0,7.0,29.0,4.0
2603,2021-02-16,16.0,20.0,21.0,19.0
2604,2021-02-17,48.0,18.0,24.0,12.0
2605,2021-02-18,45.0,17.0,28.0,7.0
2606,2021-02-19,40.0,20.0,32.0,4.0
2607,2021-02-20,42.0,14.0,32.0,3.0
2608,2021-02-21,35.0,48.0,21.0,8.0
2609,2021-02-22,71.0,55.0,22.0,7.0
2610,2021-02-23,81.0,50.0,21.0,9.0
2611,2021-02-24,73.0,66.0,23.0,10.0
2612,2021-02-25,81.0,53.0,21.0,10.0
2613,2021-02-26,77.0,18.0,25.0,2.0
2614,2021-02-27,56.0,21.0,22.0,6.0
2615,2021-02-28,63.0,41.0,22.0,13.0
2616,2021-03-01,91.0,28.0,24.0,12.0
2617,2021-03-02,59.0,34.0,19.0,15.0
2618,2021-03-03,68.0,50.0,30.0,13.0
2619,2021-03-04,95.0,35.0,17.0,5.0
2620,2021-03-05,83.0,25.0,18.0,4.0
2621,2021-03-06,76.0,42.0,18.0,9.0
2622,2021-03-07,111.0,30.0,27.0,5.0
2623,2021-03-08,76.0,29.0,30.0,4.0
2624,2021-03-09,76.0,24.0,26.0,8.0
2625,2021-03-10,65.0,20.0,30.0,8.0
2626,2021-03-11,48.0,9.0,26.0,10.0
2627,2021-03-12,20.0,7.0,26.0,7.0
2628,2021-03-13,19.0,6.0,27.0,2.0
2629,2021-03-14,16.0,7.0,28.0,7.0
2630,2021-03-15,23.0,9.0,27.0,4.0
2631,2021-03-16,28.0,7.0,22.0,5.0
2632,2021-03-17,27.0,11.0,28.0,3.0
2633,2021-03-18,40.0,16.0,29.0,4.0
2634,2021-03-19,51.0,12.0,30.0,2.0
2635,2021-03-20,45.0,12.0,30.0,2.0
2636,2021-03-21,45.0,18.0,30.0,2.0
2637,2021-03-22,55.0,15.0,29.0,7.0
2638,2021-03-23,46.0,28.0,29.0,18.0
2639,2021-03-24,66.0,24.0,31.0,14.0
2640,2021-03-25,58.0,24.0,35.0,12.0
2641,2021-03-26,59.0,10.0,33.0,4.0
2642,2021-03-27,30.0,11.0,33.0,11.0
2643,2021-03-28,36.0,19.0,35.0,14.0
2644,2021-03-29,49.0,28.0,38.0,16.0
2645,2021-03-30,56.0,24.0,38.0,12.0
2646,2021-03-31,49.0,19.0,38.0,11.0
2647,2021-04-01,39.0,32.0,37.0,10.0
2648,2021-04-02,56.0,23.0,35.0,1.0
2649,2021-04-03,54.0,10.0,34.0,1.0
2650,2021-04-04,30.0,12.0,36.0,6.0
2651,2021-04-05,36.0,11.0,28.0,2.0
2652,2021-04-06,23.0,12.0,32.0,4.0
2653,2021-04-07,30.0,24.0,32.0,14.0
2654,2021-04-08,57.0,21.0,36.0,4.0
2655,2021-04-09,29.0,10.0,37.0,3.0
2656,2021-04-10,19.0,4.0,33.0,3.0
2657,2021-04-11,12.0,19.0,33.0,2.0
2658,2021-04-12,31.0,14.0,34.0,3.0
2659,2021-04-13,41.0,16.0,35.0,3.0
2660,2021-04-14,48.0,17.0,35.0,3.0
2661,2021-04-15,50.0,15.0,34.0,3.0
2662,2021-04-16,44.0,15.0,35.0,2.0
2663,2021-04-17,52.0,15.0,33.0,2.0
2664,2021-04-18,48.0,18.0,35.0,6.0
2665,2021-04-19,50.0,19.0,39.0,8.0
2666,2021-04-20,52.0,15.0,37.0,7.0
2667,2021-04-21,44.0,20.0,42.0,7.0
2668,2021-04-22,57.0,18.0,44.0,4.0
2669,2021-04-23,49.0,16.0,48.0,8.0
2670,2021-04-24,45.0,15.0,51.0,4.0
2671,2021-04-25,47.0,18.0,33.0,7.0
2672,2021-04-26,42.0,22.0,30.0,8.0
2673,2021-04-27,53.0,12.0,31.0,5.0
2674,2021-04-28,42.148148148148145,15.0,32.0,7.0
2675,2021-04-29,42.148148148148145,10.0,28.0,5.0
2676,2021-04-30,42.148148148148145,13.0,25.0,3.0
2677,2021-05-01,39.0,13.0,37.0,3.0
2678,2021-05-02,39.0,12.0,42.0,6.0
2679,2021-05-03,41.0,18.0,37.0,10.0
2680,2021-05-04,31.0,8.0,33.0,4.0
2681,2021-05-05,23.0,13.0,17.0,14.0
2682,2021-05-06,31.0,6.0,27.0,7.0
2683,2021-05-07,20.0,9.0,34.0,6.0
2684,2021-05-08,25.0,11.0,37.0,2.0
2685,2021-05-09,17.0,8.0,36.0,6.0
2686,2021-05-10,17.0,4.0,28.0,4.0
2687,2021-05-11,8.0,8.0,33.0,5.0
2688,2021-05-12,18.0,4.0,29.0,3.0
2689,2021-05-13,10.0,5.0,31.0,5.0
2690,2021-05-14,15.0,7.0,25.0,7.0
2691,2021-05-15,16.0,8.0,32.0,6.0
2692,2021-05-16,28.0,7.0,27.0,6.0
2693,2021-05-17,15.0,9.0,27.0,8.0
2694,2021-05-18,26.0,5.0,29.0,5.0
2695,2021-05-19,11.0,6.0,34.0,6.0
2696,2021-05-20,14.0,11.0,26.0,11.0
2697,2021-05-21,23.0,7.0,31.0,5.0
2698,2021-05-22,15.0,4.0,37.0,3.0
2699,2021-05-23,10.0,9.0,30.0,8.0
2700,2021-05-24,18.0,8.89655172413793,32.9,5.666666666666667
2701,2021-05-25,22.0,10.0,36.0,7.0
2702,2021-05-26,25.0,11.0,33.0,3.0
2703,2021-05-27,26.0,9.0,35.0,5.0
2704,2021-05-28,27.0,10.0,39.0,4.0
2705,2021-05-29,27.0,9.0,41.0,1.0
2706,2021-05-30,18.0,8.89655172413793,43.0,7.0
2707,2021-05-31,32.0,17.0,41.0,3.0
2708,2021-06-01,28.0,11.0,33.0,5.0
2709,2021-06-02,28.0,13.0,37.0,4.0
2710,2021-06-03,41.0,13.0,37.0,5.0
2711,2021-06-04,35.0,5.0,29.0,2.0
2712,2021-06-05,8.0,6.0,30.0,1.0
2713,2021-06-06,11.0,13.0,32.0,2.0
2714,2021-06-07,20.0,14.0,37.0,4.0
2715,2021-06-08,37.0,14.0,41.0,4.0
2716,2021-06-09,50.0,16.0,47.0,5.0
2717,2021-06-10,43.0,18.0,48.0,4.0
2718,2021-06-11,52.0,10.0,35.0,2.0
2719,2021-06-12,36.0,9.0,35.0,1.0
2720,2021-06-13,24.0,16.0,49.0,5.0
2721,2021-06-14,33.0,15.0,43.0,6.0
2722,2021-06-15,34.0,22.0,47.0,8.0
2723,2021-06-16,45.0,21.0,36.0,4.0
2724,2021-06-17,49.0,38.0,38.0,7.0
2725,2021-06-18,55.0,41.0,35.0,4.0
2726,2021-06-19,61.0,34.0,27.0,3.0
2727,2021-06-20,49.0,21.0,26.0,6.0
2728,2021-06-21,43.0,7.0,30.0,4.0
2729,2021-06-22,19.0,7.0,27.0,4.0
2730,2021-06-23,16.0,6.0,22.0,5.0
2731,2021-06-24,17.0,12.0,33.0,4.0
2732,2021-06-25,31.0,14.0,43.0,7.0
2733,2021-06-26,33.0,13.0,38.0,5.0
2734,2021-06-27,31.0,11.0,26.0,7.0
2735,2021-06-28,29.0,6.0,26.0,5.0
2736,2021-06-29,17.0,8.0,28.0,7.0
2737,2021-06-30,15.0,9.0,31.0,6.0
2738,2021-07-01,21.0,12.0,37.0,5.0
2739,2021-07-02,31.0,15.0,26.0,11.0
2740,2021-07-03,38.0,11.0,24.0,9.0
2741,2021-07-04,39.0,11.0,26.0,6.0
2742,2021-07-05,17.0,9.0,23.0,7.0
2743,2021-07-06,23.0,8.0,25.0,6.0
2744,2021-07-07,33.0,10.0,20.0,3.0
2745,2021-07-08,17.0,7.0,28.0,4.0
2746,2021-07-09,21.0,8.0,34.0,6.0
2747,2021-07-10,23.0,9.0,28.0,3.0
2748,2021-07-11,25.0,8.0,23.0,9.0
2749,2021-07-12,26.0,13.0,17.0,7.0
2750,2021-07-13,16.0,6.0,18.0,8.0
2751,2021-07-14,20.0,7.0,19.0,12.0
2752,2021-07-15,38.0,14.0,26.0,4.0
2753,2021-07-16,25.0,8.0,32.0,1.0
2754,2021-07-17,43.0,16.0,30.0,1.0
2755,2021-07-18,52.0,18.0,32.0,2.0
2756,2021-07-19,44.0,18.0,36.0,2.0
2757,2021-07-20,51.0,24.0,44.0,5.0
2758,2021-07-21,59.0,23.0,49.0,6.0
2759,2021-07-22,56.0,22.0,47.0,9.0
2760,2021-07-23,56.0,29.0,35.0,3.0
2761,2021-07-24,36.0,13.0,29.0,3.0
2762,2021-07-25,23.0,8.0,37.0,3.0
2763,2021-07-26,33.0,11.0,41.0,6.0
2764,2021-07-27,35.0,14.0,35.0,4.0
2765,2021-07-28,41.0,12.0,43.0,4.0
2766,2021-07-29,31.0,12.0,66.0,10.0
2767,2021-07-30,47.0,18.0,36.0,6.0
2768,2021-07-31,23.0,10.0,31.0,4.0
2769,2021-08-01,22.0,8.0,36.0,5.0
2770,2021-08-02,18.0,7.0,34.0,8.0
2771,2021-08-03,23.0,10.0,24.0,7.0
2772,2021-08-04,36.0,11.0,25.0,8.0
2773,2021-08-05,17.0,8.0,29.0,5.0
2774,2021-08-06,19.0,7.0,16.0,7.0
2775,2021-08-07,21.0,6.0,25.0,6.0
2776,2021-08-08,15.0,7.0,30.0,7.0
2777,2021-08-09,18.0,9.0,36.0,7.0
2778,2021-08-10,30.0,13.0,35.0,7.0
2779,2021-08-11,45.0,17.0,45.0,8.0
2780,2021-08-12,52.0,23.0,38.0,7.0
2781,2021-08-13,56.0,27.0,101.0,8.0
2782,2021-08-14,64.0,32.0,32.93103448275862,4.0
2783,2021-08-15,71.0,42.0,32.93103448275862,1.0
2784,2021-08-16,29.0,10.0,29.0,1.0
2785,2021-08-17,50.0,14.0,24.0,3.0
2786,2021-08-18,33.0,11.0,27.0,2.0
2787,2021-08-19,17.0,6.0,31.0,5.0
2788,2021-08-20,25.0,9.0,38.0,8.0
2789,2021-08-21,29.0,12.0,25.0,2.0
2790,2021-08-22,20.0,8.0,30.0,2.0
2791,2021-08-23,18.0,7.0,30.0,2.0
2792,2021-08-24,25.0,9.0,31.0,2.0
2793,2021-08-25,31.0,11.0,38.0,4.0
2794,2021-08-26,35.0,13.0,30.0,2.0
2795,2021-08-27,25.0,10.0,30.0,1.0
2796,2021-08-28,20.0,8.0,28.0,1.0
2797,2021-08-29,18.0,7.0,27.0,2.0
2798,2021-08-30,21.0,7.0,32.0,2.0
2799,2021-08-31,31.0,12.0,31.0,4.0
2800,2021-09-01,36.0,14.0,35.0,9.0
2801,2021-09-02,40.0,20.0,32.0,12.0
2802,2021-09-03,36.0,17.0,40.0,10.0
2803,2021-09-04,43.0,17.0,43.0,7.0
2804,2021-09-05,41.0,15.0,40.0,7.0
2805,2021-09-06,38.0,15.0,36.0,9.0
2806,2021-09-07,40.0,21.0,46.0,5.0
2807,2021-09-08,33.0,20.0,34.0,9.0
2808,2021-09-09,49.0,22.0,29.0,11.0
2809,2021-09-10,60.0,22.0,31.0,7.0
2810,2021-09-11,38.0,14.0,31.0,5.0
2811,2021-09-12,24.0,9.0,34.0,9.0
2812,2021-09-13,25.0,14.0,30.0,5.0
2813,2021-09-14,30.0,15.0,25.0,9.0
2814,2021-09-15,33.0,18.0,17.0,8.0
2815,2021-09-16,32.0,15.0,27.0,4.0
2816,2021-09-17,30.0,10.0,30.0,6.0
2817,2021-09-18,28.0,10.0,21.0,3.0
2818,2021-09-19,7.0,14.8,14.0,6.0
2819,2021-09-20,9.0,4.0,25.0,3.0
2820,2021-09-21,26.0,7.0,25.0,5.0
2821,2021-09-22,47.0,14.8,26.0,11.0
2822,2021-09-23,53.0,21.0,34.0,14.0
2823,2021-09-24,55.0,25.0,35.0,10.0
2824,2021-09-25,51.0,14.8,31.0,4.0
2825,2021-09-26,45.0,14.8,26.0,10.0
2826,2021-09-27,35.0,14.8,27.0,6.0
2827,2021-09-28,16.0,8.0,25.0,8.0
2828,2021-09-29,19.0,10.0,26.0,4.0
2829,2021-09-30,15.0,7.0,28.0,11.0
2830,2021-10-01,29.0,14.0,34.0,7.0
2831,2021-10-02,34.0,14.0,35.0,2.0
2832,2021-10-03,31.0,11.0,35.0,2.0
2833,2021-10-04,23.8,4.0,20.0,8.0
2834,2021-10-05,23.8,7.0,14.0,10.0
2835,2021-10-06,23.8,7.0,21.0,7.0
2836,2021-10-07,23.8,7.0,25.0,4.0
2837,2021-10-08,23.8,10.0,15.0,5.0
2838,2021-10-09,23.8,19.0,11.0,7.0
2839,2021-10-10,23.8,21.0,21.0,5.0
2840,2021-10-11,23.8,20.0,29.0,6.0
2841,2021-10-12,23.8,14.0,24.0,3.0
2842,2021-10-13,23.8,9.0,24.0,4.0
2843,2021-10-14,23.8,16.0,18.0,10.0
2844,2021-10-15,23.8,25.0,16.0,14.0
2845,2021-10-16,23.8,20.0,14.0,11.0
2846,2021-10-17,23.8,27.0,9.0,12.0
2847,2021-10-18,23.8,35.0,16.0,21.0
2848,2021-10-19,23.8,25.0,28.0,12.0
2849,2021-10-20,23.8,18.0,32.0,3.0
2850,2021-10-21,23.8,9.0,27.0,9.0
2851,2021-10-22,23.8,8.0,22.0,7.0
2852,2021-10-23,23.8,9.0,24.0,7.0
2853,2021-10-24,23.8,17.0,13.0,14.0
2854,2021-10-25,23.8,25.0,17.0,16.0
2855,2021-10-26,23.8,12.0,19.0,10.0
2856,2021-10-27,23.8,15.0,12.0,10.0
2857,2021-10-28,23.8,27.0,16.0,13.0
