temp,humidity,precip,windspeed,pressure,cloudcover,visibility,uvindex,pm25,pm10,o3,no2,Clear,Partially cloudy,Rain,Snow,Overcast,month,day_of_week,target
773,6.3,90.29,10.68,20.2,986.4,26.7,12.3,0.0,68.0,22.0,21.0,42.0,0,1,1,0,0,2,5,1
774,6.0,81.53,4.67,19.2,992.4,21.9,20.9,0.0,56.0,31.0,21.0,40.0,0,1,1,0,0,2,6,1
775,4.2,73.09,0.0,30.1,1017.1,26.5,24.4,0.0,54.0,40.0,13.0,47.0,0,1,0,0,0,2,0,1
776,2.8,65.6,0.0,20.6,1033.8,0.5,22.8,0.0,66.0,55.0,11.0,55.0,1,0,0,0,0,2,1,1
777,0.5,72.87,0.0,12.2,1021.9,9.8,16.6,0.0,103.0,48.0,8.0,49.0,1,0,0,0,0,2,2,2
778,1.1,82.82,0.53,14.4,1015.6,26.1,11.2,0.0,100.0,41.0,18.0,52.0,0,1,1,0,0,2,3,1
779,4.9,71.74,0.01,16.7,1022.2,11.4,23.2,0.0,69.0,20.0,21.0,34.0,0,0,1,0,0,2,4,1
780,9.7,85.13,1.1,24.2,1018.8,27.9,18.7,0.0,47.0,15.0,20.0,28.0,0,1,1,0,0,2,5,0
781,11.4,80.73,0.01,23.5,1020.2,27.7,22.7,0.0,36.0,24.0,24.0,34.0,0,1,1,0,0,2,6,0
782,10.7,78.57,0.32,21.9,1014.1,27.4,22.6,0.0,46.0,26.0,23.0,47.0,0,1,1,0,0,2,0,0
783,7.0,73.27,6.41,16.3,1016.6,20.5,20.2,0.0,55.0,45.0,19.0,56.0,0,1,1,0,0,2,1,1
784,4.3,75.71,0.17,15.1,1017.1,18.4,19.5,0.0,84.0,44.0,18.0,48.0,0,0,1,0,0,2,2,1
785,4.0,69.55,0.01,14.1,1016.1,9.1,17.4,0.0,86.0,59.0,21.0,59.0,0,0,1,0,0,2,3,1
786,3.2,62.76,0.0,16.1,1011.5,14.6,16.7,0.0,119.0,46.0,18.0,44.0,1,0,0,0,0,2,4,2
787,3.9,60.66,0.0,21.7,1004.5,10.9,17.6,0.0,95.0,44.0,23.0,34.0,1,0,0,0,0,2,5,1
788,3.7,59.11,0.0,27.1,1012.4,11.9,16.1,0.0,93.0,41.0,23.0,37.0,1,0,0,0,0,2,6,1
789,3.9,59.22,0.0,25.3,1022.0,2.9,19.6,0.0,77.0,39.0,13.0,46.0,1,0,0,0,0,2,0,1
790,4.9,82.23,2.24,20.8,1020.7,24.9,14.3,0.0,76.0,22.0,23.0,39.0,0,1,1,0,0,3,1,1
791,7.7,72.67,5.35,27.1,1006.6,20.3,22.1,0.0,45.0,28.0,24.0,41.0,0,1,1,0,0,3,2,0
792,6.2,71.02,6.35,36.6,1006.0,22.0,23.2,0.0,47.0,29.0,21.0,51.0,0,1,1,0,0,3,3,0
793,6.2,82.7,18.36,21.1,995.4,26.0,18.9,0.0,58.0,28.0,24.0,49.0,0,1,1,0,0,3,4,1
794,4.0,79.85,8.92,17.5,997.1,22.3,16.4,0.0,62.0,29.0,26.0,44.0,0,1,1,0,0,3,5,1
795,5.0,70.65,2.63,19.6,1005.8,22.1,22.1,0.0,61.0,29.0,21.0,47.0,0,1,1,0,0,3,6,1
796,3.9,74.19,0.46,21.5,1007.0,22.7,21.0,0.0,59.0,37.0,22.0,52.0,0,1,1,0,0,3,0,1
797,5.2,67.34,0.01,13.4,1016.8,20.9,21.6,0.0,64.0,31.0,19.0,43.0,0,1,1,0,0,3,1,1
798,6.0,77.59,8.98,26.9,1002.1,26.8,21.6,0.0,60.0,41.0,15.0,50.0,0,1,1,0,0,3,2,1
799,6.9,76.93,0.0,12.4,1016.0,26.7,19.0,0.0,74.0,71.0,23.0,49.0,0,1,0,0,0,3,3,1
800,8.0,64.38,0.0,12.7,1025.4,14.9,8.1,0.0,135.0,62.0,29.0,49.0,1,0,0,0,0,3,4,2
801,7.4,62.51,0.0,16.7,1028.3,2.9,7.9,0.0,142.0,54.0,26.0,42.0,1,0,0,0,0,3,5,2
802,6.5,65.0,0.0,22.5,1029.3,0.8,11.3,0.0,118.0,47.0,20.0,44.0,1,0,0,0,0,3,6,2
803,6.1,65.34,0.0,20.0,1027.4,6.9,14.5,0.0,92.0,51.0,18.0,48.0,1,0,0,0,0,3,0,1
804,7.5,56.67,0.01,20.9,1024.8,7.4,13.7,0.0,101.0,51.0,21.0,40.0,0,0,1,0,0,3,1,2
805,6.4,59.56,0.16,25.2,1023.3,17.1,15.4,0.0,99.0,48.0,20.0,48.0,0,0,1,0,0,3,2,1
806,7.5,55.76,0.0,17.6,1025.6,3.2,16.0,0.0,98.0,67.0,12.0,49.0,1,0,0,0,0,3,3,1
807,6.4,70.23,0.01,16.1,1023.3,1.3,5.9,0.0,148.0,45.0,18.0,41.0,0,0,1,0,0,3,4,2
808,5.8,77.05,0.0,18.4,1022.4,27.6,11.2,0.0,94.0,39.0,21.0,40.0,0,1,0,0,0,3,5,1
809,5.9,68.07,0.0,20.1,1021.7,27.8,15.7,0.0,83.0,39.0,23.0,46.0,0,1,0,0,0,3,6,1
810,7.8,67.02,0.0,19.9,1021.3,22.5,19.0,0.0,72.0,45.0,29.0,50.0,0,1,0,0,0,3,0,1
811,9.2,57.17,0.0,19.6,1016.2,13.5,18.3,0.0,80.0,45.0,21.0,47.0,1,0,0,0,0,3,1,1
812,7.8,70.47,0.0,18.1,1015.4,44.4,14.5,0.0,84.0,53.0,22.0,56.0,0,1,0,0,0,3,2,1
813,9.0,59.72,0.0,12.4,1017.1,26.5,13.2,0.0,102.0,39.0,19.0,46.0,0,1,0,0,0,3,3,2
814,9.8,79.72,2.51,13.9,1016.2,22.0,15.0,0.0,82.0,32.0,23.0,41.0,0,1,1,0,0,3,4,1
815,11.0,77.81,0.0,25.6,1013.6,21.1,20.3,0.0,68.0,18.0,31.0,28.0,0,1,0,0,0,3,5,1
816,9.8,73.9,11.39,27.3,1009.4,20.9,22.4,0.0,40.0,20.0,27.0,25.0,0,1,1,0,0,3,6,0
817,10.4,68.22,14.93,36.6,1000.7,20.9,23.5,0.0,40.0,25.0,25.0,40.0,0,1,1,0,0,3,0,0
818,9.5,74.31,0.71,21.0,1009.6,13.1,22.6,0.0,47.0,29.0,20.0,51.0,0,0,1,0,0,3,1,0
819,9.0,81.87,9.39,12.7,1011.5,27.5,20.1,0.0,59.0,24.0,22.0,44.0,0,1,1,0,0,3,2,1
820,6.7,88.13,30.49,24.2,1011.4,27.9,13.6,0.0,62.0,44.0,22.0,46.0,0,1,1,0,0,3,3,1
821,8.0,72.95,0.0,16.9,1019.8,17.7,11.5,0.0,98.0,44.0,14.0,45.0,1,0,0,0,0,4,4,1
822,7.3,83.61,1.95,14.6,1015.0,17.0,10.6,0.0,94.0,39.0,28.0,43.0,0,0,1,0,0,4,5,1
823,14.6,73.77,0.5700000000000001,17.1,1007.7,19.5,16.8,0.0,83.0,25.0,27.0,44.0,0,0,1,0,0,4,6,1
824,13.0,69.23,7.3,19.8,1005.8,22.6,24.7,0.0,57.0,41.0,28.0,49.0,0,1,1,0,0,4,0,1
825,12.5,67.98,0.4,17.7,1008.7,16.8,23.5,0.0,70.0,42.0,24.0,48.0,0,0,1,0,0,4,1,1
826,10.8,69.92,0.47,24.1,1014.2,13.5,22.6,0.0,65.0,26.0,28.0,43.0,0,0,1,0,0,4,2,1
827,8.3,66.22,1.97,18.8,1013.7,9.7,25.4,0.0,53.0,31.0,21.0,47.0,0,0,1,0,0,4,3,1
828,9.2,69.12,0.19,12.1,1013.4,20.7,23.2,0.0,59.0,38.0,26.0,50.0,0,1,1,0,0,4,4,1
829,8.6,75.45,4.51,21.1,1008.2,18.2,20.3,0.0,71.0,31.0,33.0,48.0,0,0,1,0,0,4,5,1
830,10.6,70.51,0.15,21.9,1007.4,6.6,18.6,0.0,69.0,29.0,25.0,49.0,0,0,1,0,0,4,6,1
831,12.1,71.46,4.37,17.3,1006.1,21.9,23.6,0.0,63.0,32.0,25.0,54.0,0,1,1,0,0,4,0,1
832,10.8,77.19,1.19,13.5,1008.9,10.7,21.4,0.0,65.0,31.0,28.0,51.0,0,0,1,0,0,4,1,1
833,12.7,71.18,4.06,14.4,1008.1,19.8,22.2,0.0,68.0,33.0,25.0,53.0,0,0,1,0,0,4,2,1
834,12.0,73.4,6.0,15.0,1011.5,18.1,22.3,0.0,65.0,28.0,27.0,42.0,0,0,1,0,0,4,3,1
835,12.3,75.19,2.94,22.8,1005.9,21.5,24.4,0.0,52.0,22.0,30.0,40.0,0,1,1,0,0,4,4,1
836,11.6,66.53,0.08,18.9,1004.3,24.2,25.3,0.0,54.0,24.0,28.0,42.0,0,1,1,0,0,4,5,1
837,7.6,64.63,3.03,16.0,1014.0,15.3,23.2,0.0,59.0,30.0,32.0,54.0,0,0,1,0,0,4,6,1
838,9.0,53.78,0.01,13.0,1023.6,0.6000000000000001,24.0,0.0,62.0,47.0,35.0,64.0,0,0,1,0,0,4,0,1
839,11.3,56.48,0.0,14.9,1027.1,1.1,23.4,0.0,71.0,50.0,34.0,51.0,1,0,0,0,0,4,1,1
840,13.4,50.23,0.0,21.9,1025.2,6.7,21.6,0.0,74.0,45.0,29.0,55.0,1,0,0,0,0,4,2,1
841,15.9,49.39,0.0,13.7,1020.0,19.7,24.9,0.0,68.0,58.0,16.0,54.0,1,0,0,0,0,4,3,1
842,14.6,64.33,0.01,10.2,1017.3,25.1,16.2,0.0,94.0,43.0,26.0,38.0,0,1,1,0,0,4,4,1
843,9.7,65.46,0.4,21.7,1015.7,25.5,19.4,0.0,77.0,24.0,28.0,42.0,0,1,1,0,0,4,5,1
844,6.1,66.45,4.57,19.0,1019.5,17.4,24.9,0.0,52.0,29.0,27.0,48.0,0,0,1,0,0,4,6,1
845,7.4,70.77,2.0,24.9,1014.5,24.6,22.0,0.0,56.0,22.0,30.0,42.0,0,1,1,0,0,4,0,1
846,6.3,74.18,3.9,22.0,1008.2,21.4,22.6,0.0,44.0,23.0,30.0,35.0,0,1,1,0,0,4,1,0
847,5.8,69.68,5.15,19.1,1012.9,13.7,23.6,0.0,37.0,27.0,31.0,46.0,0,0,1,0,0,4,2,0
848,7.5,61.14,0.11,15.3,1016.2,12.9,23.5,0.0,47.0,29.0,30.0,38.0,0,0,1,0,0,4,3,0
849,9.7,64.31,0.87,21.1,1015.9,17.1,24.8,0.0,45.0,23.0,28.0,36.0,0,0,1,0,0,4,4,0
850,8.1,74.59,1.18,20.5,1019.2,24.4,22.2,0.0,45.0,29.0,38.0,31.0,0,1,1,0,0,4,5,0
851,10.1,57.28,0.01,21.8,1027.4,0.7000000000000001,23.0,0.0,45.0,30.0,30.0,49.0,0,0,1,0,0,5,6,0
852,12.6,53.7,0.0,15.3,1025.4,8.8,26.5,0.0,52.0,31.0,33.0,42.0,1,0,0,0,0,5,0,1
853,12.7,58.95,0.4,20.1,1025.6,11.4,23.1,0.0,62.0,38.0,40.0,54.0,0,0,1,0,0,5,1,1
854,13.1,50.08,0.0,13.0,1027.2,2.6,25.3,0.0,76.0,50.0,45.0,50.0,1,0,0,0,0,5,2,1
855,15.2,41.37,0.0,20.8,1019.6,3.2,24.6,0.0,64.0,51.0,44.0,57.0,1,0,0,0,0,5,3,1
856,17.8,47.33,0.0,14.5,1011.2,5.7,25.2,0.0,74.0,58.0,42.0,55.0,1,0,0,0,0,5,4,1
857,18.6,49.31,0.0,18.9,1008.1,13.5,25.0,0.0,88.0,58.0,47.0,59.0,1,0,0,0,0,5,5,1
858,20.0,46.54,0.0,22.5,1007.0,10.2,24.9,0.0,92.0,42.0,41.0,45.0,1,0,0,0,0,5,6,1
859,18.5,66.04,1.06,19.4,1007.8,26.3,23.7,0.0,61.0,30.0,27.0,44.0,0,1,1,0,0,5,0,1
860,15.7,91.53,12.6,12.3,1006.2,26.3,13.1,0.0,62.0,36.0,25.0,49.0,0,1,1,0,0,5,1,1
861,15.3,91.37,14.73,8.3,1003.2,15.1,9.3,0.0,78.0,35.0,28.0,50.0,0,0,1,0,0,5,2,1
862,15.6,87.36,9.31,11.1,999.7,25.3,14.5,0.0,74.0,63.0,32.0,47.0,0,1,1,0,0,5,3,1
863,16.8,81.8,6.86,22.0,1003.7,19.0,7.7,0.0,134.0,47.0,33.0,36.0,0,0,1,0,0,5,4,2
864,11.2,65.02,0.0,23.4,1015.8,21.4,21.0,0.0,63.0,33.0,36.0,41.0,0,1,0,0,0,5,5,1
865,10.8,59.73,0.0,14.7,1023.6,10.9,23.4,0.0,63.0,39.0,37.0,49.0,1,0,0,0,0,5,6,1
866,13.0,62.27,0.0,14.2,1022.0,15.8,21.4,0.0,72.0,41.0,33.0,58.0,1,0,0,0,0,5,0,1
867,13.8,62.35,0.0,12.9,1019.3,8.8,19.7,0.0,67.0,43.0,38.0,50.0,1,0,0,0,0,5,1,1
868,14.0,70.07,4.37,22.1,1010.2,22.2,21.0,0.0,62.0,31.0,30.0,39.0,0,1,1,0,0,5,2,1
869,12.2,78.09,23.06,18.6,1012.9,24.1,20.4,0.0,53.0,32.0,25.0,46.0,0,1,1,0,0,5,3,1
870,15.6,75.44,0.01,13.7,1018.9,22.7,23.9,0.0,64.0,32.0,27.0,41.0,0,1,1,0,0,5,4,1
871,18.8,69.57,0.0,21.5,1013.9,17.2,22.7,0.0,65.0,27.0,24.0,45.0,1,0,0,0,0,5,5,1
872,14.7,90.86,41.91,18.5,1008.5,24.1,14.9,0.0,70.0,25.0,24.0,37.0,0,1,1,0,0,5,6,1
873,12.0,85.32,42.41,17.5,1016.2,25.1,16.7,0.0,61.0,33.0,23.0,44.0,0,1,1,0,0,5,0,1
874,12.1,73.07,3.6,16.4,1019.1,20.5,21.5,0.0,60.0,43.0,28.0,45.0,0,1,1,0,0,5,1,1
875,14.1,66.84,0.0,14.1,1014.7,11.7,20.6,0.0,70.0,48.0,25.0,50.0,1,0,0,0,0,5,2,1
876,16.8,69.67,0.0,11.9,1014.0,18.8,20.1,0.0,88.0,44.0,40.0,54.0,1,0,0,0,0,5,3,1
877,19.4,68.09,1.26,10.6,1013.7,12.5,17.5,0.0,82.0,43.0,29.0,54.0,0,0,1,0,0,5,4,1
878,17.9,78.12,14.8,15.5,1011.9,12.3,19.1,0.0,85.0,53.0,20.0,40.0,0,0,1,0,0,5,5,1
879,16.0,87.17,8.4,16.0,1007.7,26.6,5.0,0.0,120.0,34.0,25.0,39.0,0,1,1,0,0,5,6,2
880,13.5,92.69,46.72,24.3,1009.1,25.7,6.4,0.0,81.0,18.0,21.0,38.0,0,1,1,0,0,5,0,1
881,13.1,94.55,34.48,17.1,1009.6,26.0,7.8,0.0,43.0,39.0,14.0,40.0,0,1,1,0,0,5,1,0
882,14.7,91.97,4.68,15.1,1016.2,25.5,5.6,0.0,81.0,31.0,18.0,38.0,0,1,1,0,0,6,2,1
883,12.8,92.87,9.89,25.8,1014.3,27.2,9.1,0.0,62.0,28.0,20.0,43.0,0,1,1,0,0,6,3,1
884,12.2,88.25,0.18,16.3,1014.7,28.0,13.8,0.0,62.0,34.0,20.0,35.0,0,1,1,0,0,6,4,1
885,14.6,85.53,0.76,13.1,1015.5,27.4,11.3,0.0,69.0,43.0,22.0,37.0,0,1,1,0,0,6,5,1
886,15.9,88.33,0.35,10.2,1018.3,23.6,5.4,0.0,97.0,55.0,23.0,52.0,0,1,1,0,0,6,6,1
887,18.5,83.05,0.02,7.3,1019.6,13.2,5.4,0.0,118.0,51.0,46.0,58.0,0,0,1,0,0,6,0,2
888,21.4,72.68,0.05,17.6,1020.8,7.6,12.2,0.0,95.0,52.0,38.0,46.0,0,0,1,0,0,6,1,1
889,19.5,71.83,0.03,16.8,1021.9,11.8,11.6,0.0,90.0,46.0,38.0,47.0,0,0,1,0,0,6,2,1
890,18.4,66.04,0.0,15.3,1019.8,6.5,14.8,0.0,77.0,48.0,44.0,63.0,1,0,0,0,0,6,3,1
891,19.7,59.71,0.0,10.9,1013.3,15.9,21.0,0.0,77.0,37.0,36.0,53.0,1,0,0,0,0,6,4,1
892,18.5,70.27,1.03,11.6,1010.2,22.1,21.5,0.0,68.0,33.0,29.0,40.0,0,1,1,0,0,6,5,1
893,17.1,82.84,6.74,15.7,1010.8,25.5,14.7,0.0,69.0,28.0,20.0,35.0,0,1,1,0,0,6,6,1
894,15.8,76.35,13.47,15.7,1006.0,22.6,22.0,0.0,50.0,26.0,20.0,33.0,0,1,1,0,0,6,0,0
895,16.2,71.8,0.13,21.3,1002.1,25.2,22.4,0.0,49.0,25.0,21.0,37.0,0,1,1,0,0,6,1,0
896,15.6,71.01,5.9,15.3,1000.2,20.4,22.6,0.0,38.0,29.0,16.0,45.0,0,1,1,0,0,6,2,0
897,14.8,81.96,10.7,12.6,1002.1,21.6,20.8,0.0,55.0,34.0,25.0,43.0,0,1,1,0,0,6,3,1
898,15.7,77.36,23.04,19.5,1008.1,19.8,20.5,0.0,52.0,28.0,27.0,39.0,0,0,1,0,0,6,4,1
899,15.7,77.02,12.25,17.7,1018.6,22.1,19.4,0.0,51.0,31.0,35.0,38.0,0,1,1,0,0,6,5,1
900,17.2,67.07,0.01,9.6,1025.3,22.6,20.6,0.0,57.0,27.0,20.0,40.0,0,1,1,0,0,6,6,1
901,16.2,83.8,11.74,19.9,1020.8,25.7,18.3,0.0,52.0,26.0,15.0,31.0,0,1,1,0,0,6,0,1
902,18.9,82.91,0.1,14.0,1019.7,27.6,21.6,0.0,48.0,36.0,32.0,47.0,0,1,1,0,0,6,1,0
903,22.8,75.66,0.37,13.1,1020.4,19.2,21.0,0.0,62.0,38.0,43.0,56.0,0,0,1,0,0,6,2,1
904,25.7,66.52,0.01,14.7,1016.1,12.4,24.5,0.0,63.0,31.0,33.0,36.0,0,0,1,0,0,6,3,1
905,21.2,66.33,0.0,16.0,1018.8,18.7,22.4,0.0,52.0,27.0,27.0,32.0,1,0,0,0,0,6,4,1
906,17.8,59.28,0.52,18.2,1018.5,17.6,23.6,0.0,41.0,25.0,30.0,29.0,0,0,1,0,0,6,5,0
907,16.7,62.98,0.02,20.7,1020.3,12.4,22.7,0.0,37.0,40.0,23.0,38.0,0,0,1,0,0,6,6,0
908,17.8,73.45,4.16,17.4,1020.8,24.4,21.8,0.0,52.0,29.0,26.0,43.0,0,1,1,0,0,6,0,1
909,18.5,64.38,0.0,20.0,1017.7,26.3,23.9,0.0,49.0,28.0,25.0,36.0,0,1,0,0,0,6,1,0
910,18.8,58.69,0.01,19.8,1014.3,15.9,24.9,0.0,38.0,29.0,22.0,37.0,0,0,1,0,0,6,2,0
911,19.0,69.67,1.62,18.8,1013.9,25.2,23.4,0.0,48.0,23.0,16.0,30.0,0,1,1,0,0,6,3,0
912,19.2,70.54,3.23,22.4,1014.8,25.2,25.1,0.0,35.0,24.0,22.0,27.0,0,1,1,0,0,7,4,0
913,16.3,62.1,0.02,18.8,1018.0,22.8,24.7,0.0,40.0,24.0,19.0,33.0,0,1,1,0,0,7,5,0
914,15.9,68.42,1.3,13.5,1021.4,27.3,21.5,0.0,49.0,30.0,21.0,35.0,0,1,1,0,0,7,6,0
915,17.8,74.53,0.66,11.8,1020.5,24.0,18.9,0.0,59.0,28.0,21.0,36.0,0,1,1,0,0,7,0,1
916,18.8,66.73,0.0,16.7,1019.6,21.0,23.5,0.0,58.0,37.0,38.0,47.0,0,1,0,0,0,7,1,1
917,18.3,57.14,0.0,12.8,1022.3,5.6,23.9,0.0,60.0,45.0,53.0,64.0,1,0,0,0,0,7,2,1
918,21.7,52.05,0.01,11.9,1020.4,1.2,23.9,0.0,69.0,53.0,45.0,63.0,0,0,1,0,0,7,3,1
919,22.6,54.5,0.0,17.8,1018.1,5.5,21.6,0.0,73.0,30.0,31.0,35.0,1,0,0,0,0,7,4,1
920,22.7,58.9,0.0,12.2,1020.8,3.1,24.6,0.0,59.0,44.0,35.0,45.0,1,0,0,0,0,7,5,1
921,24.8,52.45,0.0,24.3,1013.0,7.2,23.0,0.0,65.0,45.0,23.0,34.0,1,0,0,0,0,7,6,1
922,20.1,60.47,0.0,20.9,1013.4,23.6,25.9,0.0,47.0,33.0,24.0,37.0,0,1,0,0,0,7,0,0
923,17.7,64.34,10.15,18.7,1014.5,16.8,23.6,0.0,43.0,30.0,22.0,39.0,0,0,1,0,0,7,1,0
924,15.7,65.0,15.33,17.4,1018.0,18.9,22.8,0.0,35.0,31.0,26.0,29.0,0,0,1,0,0,7,2,0
925,16.0,59.61,0.02,18.5,1023.3,13.6,24.8,0.0,49.0,42.0,37.0,44.0,0,0,1,0,0,7,3,0
926,18.1,54.16,0.0,13.4,1027.7,4.9,24.5,0.0,62.0,48.0,26.0,43.0,1,0,0,0,0,7,4,1
927,20.7,58.3,0.0,12.1,1026.5,18.2,26.3,0.0,64.0,52.0,35.0,37.0,1,0,0,0,0,7,5,1
928,23.3,56.82,0.0,13.6,1023.1,3.1,26.0,0.0,59.0,53.0,34.0,47.0,1,0,0,0,0,7,6,1
929,25.2,53.7,0.0,14.0,1021.2,2.6,26.2,0.0,58.0,66.0,41.0,64.0,1,0,0,0,0,7,0,1
930,28.3,47.48,0.0,13.4,1017.3,0.8,25.0,0.0,67.0,55.0,42.0,64.0,1,0,0,0,0,7,1,1
931,26.4,51.65,0.0,17.2,1012.8,10.5,24.1,0.0,73.0,42.0,34.0,41.0,1,0,0,0,0,7,2,1
932,22.3,61.55,0.0,17.1,1016.1,17.5,23.2,0.0,68.0,43.0,34.0,36.0,1,0,0,0,0,7,3,1
933,22.1,55.13,0.0,17.9,1016.7,17.6,25.4,0.0,57.0,47.0,37.0,32.0,1,0,0,0,0,7,4,1
934,22.0,55.92,0.0,17.9,1019.7,5.5,22.9,0.0,57.0,62.0,34.0,35.0,1,0,0,0,0,7,5,1
935,22.3,54.49,0.0,14.4,1020.9,6.8,25.4,0.0,53.0,60.0,24.0,39.0,1,0,0,0,0,7,6,1
936,23.1,61.11,0.02,14.8,1020.3,24.7,24.1,0.0,65.0,33.0,27.0,33.0,0,1,1,0,0,7,0,1
937,19.7,58.87,0.01,17.7,1022.1,10.6,25.0,0.0,52.0,34.0,26.0,40.0,0,0,1,0,0,7,1,1
938,19.9,58.63,0.0,14.4,1019.9,18.5,23.9,0.0,60.0,25.0,25.0,33.0,1,0,0,0,0,7,2,1
939,21.0,64.73,0.18,18.8,1017.2,22.5,24.2,0.0,46.0,23.0,23.0,31.0,0,1,1,0,0,7,3,0
940,21.9,62.59,0.75,21.6,1014.5,19.2,25.0,0.0,44.0,25.0,24.0,38.0,0,0,1,0,0,7,4,0
941,20.1,58.74,0.0,11.2,1014.5,19.9,26.2,0.0,49.0,35.0,32.0,35.0,1,0,0,0,0,7,5,0
942,20.1,58.88,0.0,16.4,1016.4,15.6,25.0,0.0,52.0,30.0,32.0,39.0,1,0,0,0,0,7,6,1
943,19.5,51.81,0.0,14.0,1020.3,14.8,25.8,0.0,48.0,26.0,23.0,32.0,1,0,0,0,0,8,0,0
944,19.1,72.18,2.96,14.8,1017.3,27.9,19.9,0.0,50.0,26.0,20.0,29.0,0,1,1,0,0,8,1,0
945,21.0,67.93,4.83,22.1,1014.4,26.8,23.1,0.0,54.0,26.0,18.0,28.0,0,1,1,0,0,8,2,1
946,18.8,67.1,1.81,14.9,1014.0,22.2,24.2,0.0,52.0,29.0,29.0,32.0,0,1,1,0,0,8,3,1
947,18.5,62.58,0.04,15.2,1021.0,14.9,23.6,0.0,53.0,37.0,26.0,38.0,0,0,1,0,0,8,4,1
948,19.4,58.47,0.0,12.6,1027.9,6.5,23.2,0.0,60.0,32.0,26.0,36.0,1,0,0,0,0,8,5,1
949,22.6,54.49,0.0,17.3,1027.7,1.4,24.2,0.0,55.0,30.0,26.0,30.0,1,0,0,0,0,8,6,1
950,19.6,61.23,0.0,15.1,1023.7,19.3,24.3,0.0,50.0,41.0,29.0,31.0,1,0,0,0,0,8,0,0
951,17.9,52.57,0.0,20.2,1023.9,9.8,23.3,0.0,52.0,51.0,25.0,32.0,1,0,0,0,0,8,1,1
952,15.3,60.05,0.0,20.1,1024.4,13.4,23.2,0.0,74.0,33.0,27.0,32.0,1,0,0,0,0,8,2,1
953,16.9,57.78,0.0,17.1,1025.4,14.5,23.6,0.0,49.0,37.0,25.0,31.0,1,0,0,0,0,8,3,0
954,20.1,62.39,0.0,10.4,1025.6,8.3,21.1,0.0,63.0,47.0,39.0,32.0,1,0,0,0,0,8,4,1
955,22.2,50.35,0.0,13.5,1023.9,3.6,23.0,0.0,58.0,47.0,31.0,26.0,1,0,0,0,0,8,5,1
956,21.5,56.69,0.0,14.1,1023.0,4.2,23.9,0.0,51.0,53.0,40.0,38.0,1,0,0,0,0,8,6,1
957,21.7,57.4,0.0,18.2,1020.9,1.6,22.9,0.0,63.0,47.0,51.0,54.0,1,0,0,0,0,8,0,1
958,22.7,54.56,0.0,14.4,1015.6,1.8,22.1,0.0,74.0,61.0,51.0,56.0,1,0,0,0,0,8,1,1
959,23.8,48.69,0.0,14.4,1011.1,2.2,21.5,0.0,72.0,39.0,30.0,54.0,1,0,0,0,0,8,2,1
960,20.8,73.61,12.81,12.5,1009.8,20.7,17.8,0.0,75.0,34.0,28.0,40.0,0,1,1,0,0,8,3,1
961,19.5,73.1,0.23,19.1,1010.1,22.7,17.7,0.0,72.0,26.0,30.0,24.0,0,1,1,0,0,8,4,1
962,19.1,64.82,0.19,22.7,1013.6,13.5,22.6,0.0,46.0,22.0,26.0,25.0,0,0,1,0,0,8,5,0
963,17.5,62.1,0.2,19.7,1021.3,19.7,24.2,0.0,41.0,33.0,36.0,48.0,0,0,1,0,0,8,6,0
964,21.9,51.47,0.0,12.9,1026.5,9.4,25.9,0.0,57.0,110.0,34.0,52.0,1,0,0,0,0,8,0,1
965,24.7,51.54,0.0,15.8,1023.6,0.3,25.8,0.0,91.0,56.0,53.0,62.0,1,0,0,0,0,8,1,1
966,27.6,48.42,0.0,11.8,1018.2,1.4,27.2,0.0,58.0,109.0,71.0,81.0,1,0,0,0,0,8,2,1
967,28.4,46.91,0.0,11.2,1014.3,2.7,26.3,0.0,87.0,80.0,80.0,85.0,1,0,0,0,0,8,3,1
968,27.2,54.94,0.0,14.9,1015.3,5.1,25.2,0.0,92.0,63.0,56.0,57.0,1,0,0,0,0,8,4,1
969,27.3,56.51,0.02,17.1,1015.2,5.2,16.2,0.0,93.0,50.0,31.0,44.0,0,0,1,0,0,8,5,1
970,23.9,52.4,0.0,21.8,1015.8,8.9,23.9,0.0,59.0,29.0,23.0,37.0,1,0,0,0,0,8,6,1
971,19.9,63.91,0.0,16.7,1020.9,22.2,25.1,0.0,50.0,48.0,37.0,58.0,0,1,0,0,0,8,0,0
972,20.6,60.04,0.01,13.9,1023.7,4.2,22.6,0.0,75.0,51.0,45.0,63.0,0,0,1,0,0,8,1,1
973,22.3,51.88,0.0,15.7,1020.9,4.8,23.9,0.0,81.0,42.0,27.0,49.0,1,0,0,0,0,8,2,1
974,20.8,55.96,0.0,11.6,1023.7,4.0,25.1,0.0,57.0,47.0,43.0,59.0,1,0,0,0,0,9,3,1
975,21.9,55.59,0.0,17.0,1020.9,10.3,24.8,0.0,65.0,41.0,30.0,46.0,1,0,0,0,0,9,4,1
976,21.8,56.59,0.0,13.5,1018.7,7.8,25.5,0.0,59.0,29.0,19.0,39.0,1,0,0,0,0,9,5,1
977,20.6,66.67,0.92,18.2,1016.4,24.4,25.7,0.0,54.0,29.0,19.0,44.0,0,1,1,0,0,9,6,1
978,17.7,83.16,5.87,12.3,1021.5,27.8,13.2,0.0,58.0,32.0,8.0,38.0,0,1,1,0,0,9,0,1
979,20.6,80.19,0.01,9.7,1024.4,23.4,21.4,0.0,64.0,44.0,38.0,60.0,0,1,1,0,0,9,1,1
