temp,humidity,precip,windspeed,pressure,cloudcover,visibility,uvindex,pm25,pm10,o3,no2,Clear,Partially cloudy,Rain,Snow,Overcast,month,day_of_week,target
1531,10.9,72.78,0.34,26.0,994.4,23.9,25.0,0.0,38.0,38.0,26.0,42.0,0,1,1,0,0,3,0,0
1532,9.7,74.22,0.05,21.0,1008.1,26.1,22.0,0.0,52.0,40.0,29.0,49.0,0,1,1,0,0,3,1,1
1533,9.3,68.59,0.0,23.5,1006.7,9.8,19.8,0.0,63.0,31.0,26.0,54.0,1,0,0,0,0,3,2,1
1534,10.3,78.15,6.59,16.9,993.0,26.7,22.1,0.0,52.0,41.0,27.0,49.0,0,1,1,0,0,3,3,1
1535,9.4,77.68,0.21,16.3,1000.9,19.7,18.8,0.0,56.0,38.0,6.0,48.0,0,0,1,0,0,3,4,1
1536,4.4,90.55,12.54,18.2,999.9,27.3,10.4,0.0,84.0,40.0,18.0,41.0,0,1,1,0,0,3,5,1
1537,0.4,83.57,3.41,18.5,1004.1,28.0,8.4,0.0,92.0,51.0,18.0,49.0,0,1,1,0,0,3,6,1
1538,0.1,83.35,0.99,18.9,1009.8,27.9,6.3,0.0,106.0,41.0,24.0,42.0,0,1,1,0,0,3,0,2
1539,3.2,59.85,0.0,25.7,1022.0,12.3,21.4,0.0,74.0,43.0,27.0,45.0,1,0,0,0,0,3,1,1
1540,4.1,68.64,0.0,19.2,1030.7,12.0,19.5,0.0,65.0,50.0,26.0,54.0,1,0,0,0,0,3,2,1
1541,5.4,72.06,0.0,19.1,1023.1,22.0,20.3,0.0,70.0,42.0,28.0,48.0,0,1,0,0,0,3,3,1
1542,6.0,75.18,0.0,17.8,1008.5,27.9,18.4,0.0,62.0,47.0,28.0,47.0,0,1,0,0,0,3,4,1
1543,9.1,68.26,0.0,15.8,999.3,18.8,18.6,0.0,75.0,59.0,28.0,55.0,1,0,0,0,0,3,5,1
1544,10.9,60.95,0.02,17.0,1007.3,24.6,14.4,0.0,116.0,54.0,31.0,46.0,0,1,1,0,0,3,6,2
1545,9.9,58.13,0.0,15.6,1016.8,21.9,16.1,0.0,87.0,33.0,26.0,47.0,0,1,0,0,0,3,0,1
1546,9.0,78.98,5.39,21.5,1012.9,26.7,16.5,0.0,64.0,26.0,30.0,40.0,0,1,1,0,0,3,1,1
1547,9.1,77.97,11.43,26.2,1006.8,22.8,21.5,0.0,43.0,31.0,32.0,43.0,0,1,1,0,0,3,2,0
1548,7.3,73.24,0.81,24.1,1006.7,14.6,22.6,0.0,45.0,29.0,25.0,48.0,0,0,1,0,0,3,3,0
1549,7.8,76.61,0.54,25.5,998.2,20.1,23.9,0.0,51.0,28.0,27.0,45.0,0,1,1,0,0,3,4,1
1550,7.7,73.58,0.16,16.8,1000.2,25.2,25.5,0.0,51.0,27.0,29.0,38.0,0,1,1,0,0,3,5,1
1551,8.4,67.79,0.09,15.8,1011.8,27.1,22.4,0.0,55.0,28.0,25.0,37.0,0,1,1,0,0,4,6,1
1552,11.2,60.96,0.38,20.6,1005.3,26.0,24.3,0.0,57.0,31.0,23.0,45.0,0,1,1,0,0,4,0,1
1553,11.9,74.93,5.34,19.6,1000.8,21.6,25.2,0.0,53.0,27.0,32.0,41.0,0,1,1,0,0,4,1,1
1554,10.6,80.62,7.17,27.1,1000.9,24.3,23.1,0.0,44.0,31.0,29.0,44.0,0,1,1,0,0,4,2,0
1555,9.2,66.12,0.42,18.8,1015.1,23.6,25.7,0.0,49.0,37.0,30.0,42.0,0,1,1,0,0,4,3,0
1556,11.8,59.87,0.0,20.8,1013.8,4.9,22.9,0.0,58.0,37.0,31.0,46.0,1,0,0,0,0,4,4,1
1557,15.8,61.11,0.0,15.3,1007.8,18.6,26.4,0.0,59.0,44.0,38.0,41.0,1,0,0,0,0,4,5,1
1558,16.4,63.08,0.05,21.2,1006.5,21.0,22.1,0.0,65.0,43.0,22.0,51.0,0,1,1,0,0,4,6,1
1559,13.3,79.94,8.95,13.5,1006.1,26.4,15.0,0.0,75.0,30.0,38.0,41.0,0,1,1,0,0,4,0,1
1560,12.8,73.39,2.68,23.3,1000.5,21.1,18.3,0.0,58.0,36.0,39.0,53.0,0,1,1,0,0,4,1,1
1561,12.2,63.65,0.0,11.8,1004.1,6.7,25.2,0.0,53.0,49.0,19.0,49.0,1,0,0,0,0,4,2,1
1562,12.0,77.58,3.55,14.8,1000.5,20.0,11.8,0.0,88.0,36.0,36.0,46.0,0,0,1,0,0,4,3,1
1563,13.1,77.79,2.76,12.8,1007.3,18.0,15.3,0.0,68.0,40.0,26.0,47.0,0,0,1,0,0,4,4,1
1564,12.8,77.37,0.52,14.9,1016.1,18.3,23.2,0.0,66.0,30.0,34.0,40.0,0,0,1,0,0,4,5,1
1565,13.5,73.9,0.0,16.1,1012.9,13.1,23.8,0.0,57.0,43.0,35.0,47.0,1,0,0,0,0,4,6,1
1566,12.8,64.82,0.0,12.0,1016.6,15.4,22.6,0.0,57.0,50.0,38.0,51.0,1,0,0,0,0,4,0,1
1567,14.9,59.48,0.0,15.6,1024.2,2.6,23.4,0.0,68.0,61.0,46.0,56.0,1,0,0,0,0,4,1,1
1568,18.9,51.53,0.0,18.5,1027.3,3.5,24.2,0.0,76.0,67.0,44.0,65.0,1,0,0,0,0,4,2,1
1569,21.0,48.75,0.0,12.5,1024.1,1.9,23.1,0.0,103.0,68.0,48.0,67.0,1,0,0,0,0,4,3,2
1570,22.1,51.87,0.0,11.8,1022.9,1.2,23.0,0.0,88.0,69.0,51.0,62.0,1,0,0,0,0,4,4,1
1571,22.2,48.43,0.0,12.0,1019.5,3.8,22.0,0.0,76.0,57.0,42.0,46.0,1,0,0,0,0,4,5,1
1572,21.3,56.92,1.02,21.1,1012.9,8.9,20.1,0.0,74.0,49.0,32.0,40.0,0,0,1,0,0,4,6,1
1573,16.3,62.18,0.0,14.5,1018.0,18.5,23.2,0.0,60.0,52.0,39.0,45.0,1,0,0,0,0,4,0,1
1574,15.2,61.36,0.0,16.0,1018.5,6.7,22.5,0.0,55.0,41.0,31.0,35.0,1,0,0,0,0,4,1,1
1575,14.2,66.56,0.35,20.6,1015.7,14.7,22.0,0.0,48.0,40.0,34.0,39.0,0,0,1,0,0,4,2,0
1576,11.8,58.11,0.0,15.1,1020.2,9.5,24.6,0.0,42.0,66.0,36.0,44.0,1,0,0,0,0,4,3,0
1577,13.6,55.89,0.0,27.8,1010.8,13.9,23.6,0.0,55.0,39.0,35.0,33.0,1,0,0,0,0,4,4,1
1578,13.1,62.57,0.0,22.0,1011.2,24.1,25.0,0.0,42.0,29.0,23.0,38.0,0,1,0,0,0,4,5,0
1579,10.9,86.48,7.65,16.5,1005.3,27.0,16.4,0.0,58.0,18.0,25.0,30.0,0,1,1,0,0,4,6,1
1580,6.9,90.24,18.52,27.4,1002.7,28.0,15.4,0.0,38.0,28.0,32.0,32.0,0,1,1,0,0,4,0,0
1581,8.6,72.21,0.45,13.7,1013.8,19.9,20.9,0.0,48.0,42.0,35.0,44.0,0,0,1,0,0,5,1,0
1582,11.0,66.68,0.01,24.4,1012.4,10.9,22.7,0.0,60.0,49.0,38.0,42.0,0,0,1,0,0,5,2,1
1583,12.5,62.07,0.01,18.2,1017.8,6.3,22.8,0.0,54.0,49.0,41.0,46.0,0,0,1,0,0,5,3,1
1584,13.8,55.68,0.0,21.7,1021.5,0.0,21.2,0.0,63.0,60.0,46.0,48.0,1,0,0,0,0,5,4,1
1585,17.1,58.29,0.0,18.9,1021.1,0.0,16.2,0.0,92.0,58.0,48.0,54.0,1,0,0,0,0,5,5,1
1586,20.8,56.21,0.0,16.0,1019.3,0.0,20.2,0.0,79.0,65.0,47.0,60.0,1,0,0,0,0,5,6,1
1587,21.6,46.98,0.0,16.9,1016.0,0.0,22.7,0.0,73.0,57.0,60.0,51.0,1,0,0,0,0,5,0,1
1588,21.3,50.49,0.0,21.5,1009.9,0.5,23.1,0.0,67.0,43.0,37.0,31.0,1,0,0,0,0,5,1,1
1589,17.3,64.79,0.0,22.6,1009.4,8.6,19.2,0.0,59.0,43.0,37.0,28.0,1,0,0,0,0,5,2,1
1590,14.2,55.56,0.0,20.3,1015.6,18.6,24.5,0.0,44.0,54.0,41.0,43.0,1,0,0,0,0,5,3,0
1591,15.7,53.04,0.0,13.1,1017.6,3.7,23.4,0.0,56.0,38.0,27.0,40.0,1,0,0,0,0,5,4,1
1592,16.0,66.18,5.04,19.5,1012.7,25.3,22.7,0.0,59.0,26.0,28.0,27.0,0,1,1,0,0,5,5,1
1593,11.7,74.63,0.55,18.1,1015.5,21.3,21.2,0.0,43.0,42.0,34.0,36.0,0,1,1,0,0,5,6,0
1594,12.3,80.08,4.45,27.1,1015.2,24.9,14.7,0.0,57.0,50.0,38.0,41.0,0,1,1,0,0,5,0,1
1595,15.3,79.64,0.0,18.2,1016.4,19.5,8.1,0.0,88.0,58.0,39.0,41.0,1,0,0,0,0,5,1,1
1596,15.6,73.1,0.01,24.1,1018.1,8.1,11.2,0.0,89.0,53.0,37.0,33.0,0,0,1,0,0,5,2,1
1597,14.3,62.6,0.0,24.8,1022.4,14.3,16.4,0.0,64.0,59.0,30.0,37.0,1,0,0,0,0,5,3,1
1598,13.2,58.55,0.0,16.8,1022.8,3.9,18.6,0.0,67.0,64.0,38.0,37.0,1,0,0,0,0,5,4,1
1599,14.0,61.28,0.0,17.8,1021.9,1.7000000000000002,17.5,0.0,71.0,62.0,45.0,37.0,1,0,0,0,0,5,5,1
1600,15.9,62.7,0.0,16.6,1019.6,3.3,12.9,0.0,88.0,49.0,43.0,45.0,1,0,0,0,0,5,6,1
1601,18.3,62.68,0.0,11.5,1013.3,7.3,21.3,0.0,64.0,71.0,39.0,59.0,1,0,0,0,0,5,0,1
1602,18.1,70.7,3.67,13.2,1013.1,9.3,15.8,0.0,79.0,61.0,35.0,41.0,0,0,1,0,0,5,1,1
1603,16.8,77.46,4.59,17.7,1017.9,15.0,8.4,0.0,105.0,60.0,45.0,47.0,0,0,1,0,0,5,2,2
1604,19.3,69.79,0.03,11.5,1017.2,12.3,12.4,0.0,88.0,56.0,41.0,52.0,0,0,1,0,0,5,3,1
1605,19.5,71.14,27.12,22.3,1016.5,10.9,18.0,0.0,74.0,38.0,40.0,42.0,0,0,1,0,0,5,4,1
1606,22.0,71.41,6.24,19.4,1015.3,9.3,17.9,0.0,69.0,49.0,49.0,48.0,0,0,1,0,0,5,5,1
1607,23.0,61.54,0.4,11.0,1015.2,8.1,23.0,0.0,61.0,48.0,37.0,48.0,0,0,1,0,0,5,6,1
1608,22.0,69.21,17.28,12.5,1015.9,23.0,21.7,0.0,61.0,40.0,29.0,40.0,0,1,1,0,0,5,0,1
1609,18.7,85.41,26.14,8.7,1013.7,19.4,14.8,0.0,64.0,43.0,35.0,45.0,0,0,1,0,0,5,1,1
1610,20.2,76.93,16.28,9.0,1013.0,16.0,15.9,0.0,64.0,45.0,34.0,42.0,0,0,1,0,0,5,2,1
1611,20.8,74.0,0.48,13.2,1014.2,16.5,21.0,0.0,56.0,29.0,24.0,38.0,0,0,1,0,0,5,3,1
1612,18.4,81.54,8.82,15.1,1019.1,22.7,19.0,0.0,48.0,34.0,34.0,36.0,0,1,1,0,0,6,4,0
1613,19.6,70.13,0.16,11.0,1019.8,16.5,19.3,0.0,57.0,31.0,38.0,40.0,0,0,1,0,0,6,5,1
1614,21.4,65.05,0.03,14.1,1017.1,5.5,21.9,0.0,55.0,44.0,42.0,44.0,0,0,1,0,0,6,6,1
1615,21.5,69.66,0.15,15.5,1011.6,24.4,19.7,0.0,66.0,50.0,30.0,35.0,0,1,1,0,0,6,0,1
1616,18.8,86.03,15.22,16.9,1011.6,23.1,5.2,0.0,107.0,46.0,17.0,38.0,0,1,1,0,0,6,1,2
1617,18.1,87.44,36.86,16.4,1011.5,24.4,5.5,0.0,94.0,36.0,35.0,40.0,0,1,1,0,0,6,2,1
1618,20.7,75.2,0.03,12.5,1014.8,13.4,17.4,0.0,50.0,48.0,38.0,48.0,0,0,1,0,0,6,3,0
1619,21.3,72.63,0.01,14.3,1014.4,7.1,18.8,0.0,66.0,52.0,36.0,42.0,0,0,1,0,0,6,4,1
1620,20.0,80.78,0.22,13.1,1013.4,20.6,6.5,0.0,105.0,54.0,33.0,40.0,0,1,1,0,0,6,5,2
1621,20.3,82.81,4.72,17.3,1011.8,14.5,4.9,0.0,119.0,50.0,19.0,40.0,0,0,1,0,0,6,6,2
1622,19.2,90.85,71.8,14.4,1009.5,24.2,5.3,0.0,97.0,34.0,27.0,39.0,0,1,1,0,0,6,0,1
1623,17.1,85.84,56.82,22.2,1011.2,26.1,11.4,0.0,64.0,29.0,24.0,34.0,0,1,1,0,0,6,1,1
1624,15.0,71.78,0.0,18.3,1018.2,19.6,22.6,0.0,43.0,38.0,28.0,41.0,1,0,0,0,0,6,2,0
1625,16.5,73.96,0.18,17.6,1017.1,17.3,21.1,0.0,59.0,39.0,34.0,37.0,0,0,1,0,0,6,3,1
1626,18.9,68.1,0.03,15.7,1017.1,12.5,20.3,0.0,54.0,31.0,33.0,34.0,0,0,1,0,0,6,4,1
1627,18.3,58.71,0.0,13.4,1017.1,20.5,23.3,0.0,50.0,26.0,28.0,34.0,0,1,0,0,0,6,5,0
1628,17.7,60.3,0.0,15.0,1020.1,22.9,23.7,0.0,42.0,26.0,24.0,31.0,0,1,0,0,0,6,6,0
1629,19.7,68.85,0.3,15.6,1022.5,19.4,22.2,0.0,42.0,37.0,19.0,31.0,0,0,1,0,0,6,0,0
1630,20.3,71.84,0.0,12.8,1025.3,17.1,22.4,0.0,48.0,40.0,31.0,41.0,1,0,0,0,0,6,1,0
1631,22.7,64.91,0.0,11.9,1021.7,1.4,21.2,0.0,55.0,45.0,29.0,32.0,1,0,0,0,0,6,2,1
1632,18.6,62.95,0.0,22.8,1022.4,9.3,20.7,0.0,48.0,41.0,31.0,37.0,1,0,0,0,0,6,3,0
1633,16.1,49.29,0.0,18.6,1028.8,2.9,24.0,0.0,45.0,48.0,34.0,40.0,1,0,0,0,0,6,4,0
1634,16.8,53.36,0.0,17.6,1027.8,4.7,23.3,0.0,55.0,47.0,39.0,45.0,1,0,0,0,0,6,5,1
1635,18.8,50.91,0.0,18.2,1023.7,11.7,23.2,0.0,57.0,45.0,31.0,40.0,1,0,0,0,0,6,6,1
1636,19.6,60.16,0.0,17.7,1024.0,0.7000000000000001,21.8,0.0,51.0,52.0,42.0,52.0,1,0,0,0,0,6,0,1
1637,21.9,50.19,0.0,17.5,1023.4,0.4,22.0,0.0,60.0,60.0,44.0,60.0,1,0,0,0,0,6,1,1
1638,23.0,52.69,0.0,17.0,1021.2,0.4,20.7,0.0,66.0,61.0,43.0,54.0,1,0,0,0,0,6,2,1
1639,23.4,50.73,0.0,22.2,1019.0,1.2,19.8,0.0,62.0,63.0,50.0,63.0,1,0,0,0,0,6,3,1
1640,24.2,50.24,0.0,19.9,1016.0,6.7,22.4,0.0,67.0,65.0,55.0,57.0,1,0,0,0,0,6,4,1
1641,25.5,54.03,0.0,18.3,1011.8,4.5,22.1,0.0,68.0,72.0,57.0,58.0,1,0,0,0,0,6,5,1
1642,27.1,50.69,0.0,15.1,1009.9,9.2,22.8,0.0,68.0,51.0,56.0,60.0,1,0,0,0,0,7,6,1
1643,25.3,45.83,0.01,17.0,1011.7,16.0,24.8,0.0,60.0,55.0,44.0,51.0,0,0,1,0,0,7,0,1
1644,25.0,57.6,9.83,14.8,1014.6,3.9,24.3,0.0,56.0,47.0,41.0,55.0,0,0,1,0,0,7,1,1
1645,24.7,56.98,0.0,14.6,1014.4,7.9,22.9,0.0,54.0,50.0,44.0,48.0,1,0,0,0,0,7,2,1
1646,22.5,64.9,7.53,14.2,1014.8,15.3,22.2,0.0,60.0,58.0,50.0,59.0,0,0,1,0,0,7,3,1
1647,23.5,51.68,0.0,11.0,1020.4,2.9,23.1,0.0,64.0,68.0,67.0,60.0,1,0,0,0,0,7,4,1
1648,25.5,49.48,0.0,12.6,1022.7,3.6,22.9,0.0,71.0,59.0,65.0,59.0,1,0,0,0,0,7,5,1
1649,25.5,49.37,0.0,17.6,1022.9,3.3,19.8,0.0,73.0,67.0,33.0,41.0,1,0,0,0,0,7,6,1
1650,22.6,51.29,0.0,22.4,1022.9,3.3,20.9,0.0,52.0,53.0,29.0,32.0,1,0,0,0,0,7,0,1
1651,19.8,57.07,0.0,20.0,1021.0,13.9,25.4,0.0,41.0,57.0,31.0,38.0,1,0,0,0,0,7,1,0
1652,18.5,64.84,0.0,16.3,1019.6,18.0,22.9,0.0,50.0,56.0,37.0,43.0,1,0,0,0,0,7,2,0
1653,20.6,60.49,0.0,14.2,1019.2,11.2,21.5,0.0,62.0,64.0,46.0,46.0,1,0,0,0,0,7,3,1
1654,22.7,59.97,0.23,18.4,1019.5,14.3,21.4,0.0,65.0,122.0,61.0,52.0,0,0,1,0,0,7,4,1
1655,23.9,55.68,0.72,12.2,1018.4,8.0,21.8,0.0,78.0,80.0,63.0,58.0,0,0,1,0,0,7,5,1
1656,25.2,48.83,5.72,11.1,1015.0,10.5,22.0,0.0,75.0,84.0,54.0,52.0,0,0,1,0,0,7,6,1
1657,24.6,47.27,0.05,15.2,1013.1,10.6,23.0,0.0,63.0,63.0,33.0,35.0,0,0,1,0,0,7,0,1
1658,22.6,51.57,0.0,13.2,1016.9,13.6,23.8,0.0,47.0,68.0,41.0,47.0,1,0,0,0,0,7,1,0
1659,23.0,44.73,0.02,14.5,1017.8,6.2,24.9,0.0,51.0,72.0,54.0,56.0,0,0,1,0,0,7,2,1
1660,25.0,41.69,0.0,15.5,1016.7,11.5,25.6,0.0,58.0,43.0,39.0,48.0,1,0,0,0,0,7,3,1
1661,21.7,67.88,6.8,14.3,1014.0,25.9,23.7,0.0,56.0,44.0,38.0,33.0,0,1,1,0,0,7,4,1
1662,21.0,64.14,0.0,13.7,1013.6,13.1,19.7,0.0,61.0,58.0,58.0,49.0,1,0,0,0,0,7,5,1
1663,22.5,57.66,0.0,9.9,1016.2,9.1,19.2,0.0,73.0,65.0,75.0,63.0,1,0,0,0,0,7,6,1
1664,25.0,49.67,0.0,11.6,1017.4,5.8,22.2,0.0,67.0,71.0,45.0,61.0,1,0,0,0,0,7,0,1
1665,26.0,49.76,0.0,10.7,1014.0,10.2,23.0,0.0,67.0,71.0,69.0,58.0,1,0,0,0,0,7,1,1
1666,27.5,48.93,0.0,12.8,1014.6,5.3,22.3,0.0,67.0,80.0,81.0,84.0,1,0,0,0,0,7,2,1
1667,29.3,45.39,0.0,10.7,1012.6,2.1,20.0,0.0,84.0,73.0,67.0,79.0,1,0,0,0,0,7,3,1
1668,28.0,53.11,16.04,19.3,1009.6,8.9,19.3,0.0,93.0,36.0,28.0,30.0,0,0,1,0,0,7,4,1
1669,22.5,58.11,0.22,21.4,1010.8,13.0,21.3,0.0,46.0,46.0,24.0,25.0,0,0,1,0,0,7,5,0
1670,22.8,50.12,0.0,24.7,1012.9,20.3,24.3,0.0,40.0,35.0,20.0,25.0,0,1,0,0,0,7,6,0
1671,23.9,62.0,0.0,19.2,1015.1,12.8,24.0,0.0,41.0,32.0,28.0,30.0,1,0,0,0,0,7,0,0
1672,24.2,56.51,0.0,15.5,1017.4,9.8,24.2,0.0,39.0,51.0,39.0,47.0,1,0,0,0,0,7,1,0
1673,24.2,51.24,0.0,13.8,1020.0,5.7,24.0,0.0,52.0,65.0,54.0,52.0,1,0,0,0,0,8,2,1
1674,25.8,48.9,0.0,16.2,1021.6,2.0,24.1,0.0,57.0,64.0,85.0,69.0,1,0,0,0,0,8,3,1
1675,27.9,46.58,0.0,15.9,1020.2,0.3,22.2,0.0,69.0,52.0,55.0,50.0,1,0,0,0,0,8,4,1
1676,27.4,42.53,0.0,23.8,1019.8,3.2,24.6,0.0,54.0,51.0,41.0,35.0,1,0,0,0,0,8,5,1
1677,24.4,54.85,0.0,20.0,1020.5,3.8,23.0,0.0,51.0,57.0,62.0,59.0,1,0,0,0,0,8,6,1
1678,26.9,40.03,0.0,9.2,1014.9,0.7000000000000001,24.8,0.0,56.0,61.0,64.0,62.0,1,0,0,0,0,8,0,1
1679,28.9,41.02,0.0,21.3,1008.7,6.6,23.5,0.0,67.0,36.0,31.0,27.0,1,0,0,0,0,8,1,1
1680,23.0,56.17,0.0,18.9,1012.7,15.8,23.5,0.0,47.0,33.0,23.0,32.0,1,0,0,0,0,8,2,0
1681,18.4,74.45,1.14,19.4,1012.8,17.7,21.7,0.0,45.0,36.0,27.0,28.0,0,0,1,0,0,8,3,0
1682,17.8,61.81,0.01,18.9,1023.1,8.2,24.6,0.0,41.0,32.0,33.0,31.0,0,0,1,0,0,8,4,0
1683,19.8,59.17,0.0,13.8,1023.7,8.9,26.4,0.0,36.0,30.0,36.0,38.0,1,0,0,0,0,8,5,0
1684,22.7,48.02,0.0,16.0,1014.3,9.8,25.2,0.0,42.0,29.0,21.0,24.0,1,0,0,0,0,8,6,0
1685,20.7,69.3,4.87,23.1,1009.7,19.9,21.9,0.0,34.0,26.0,28.0,27.0,0,0,1,0,0,8,0,0
1686,20.1,66.78,0.0,15.9,1017.3,15.7,24.6,0.0,29.0,29.0,31.0,28.0,1,0,0,0,0,8,1,0
1687,20.3,66.26,0.0,10.4,1020.7,12.7,25.1,0.0,34.0,41.0,41.0,44.0,1,0,0,0,0,8,2,0
1688,22.8,62.24,0.0,20.2,1015.8,5.2,22.1,0.0,57.0,32.0,28.0,23.0,1,0,0,0,0,8,3,1
1689,20.2,60.91,1.77,20.1,1019.2,13.2,25.0,0.0,40.0,36.0,31.0,28.0,0,0,1,0,0,8,4,0
1690,19.5,59.47,0.0,13.1,1023.6,0.9,25.2,0.0,53.0,35.0,29.0,30.0,1,0,0,0,0,8,5,1
1691,21.9,59.8,0.0,18.8,1022.4,2.6,22.1,0.0,58.0,34.0,18.0,26.0,1,0,0,0,0,8,6,1
1692,21.6,72.43,0.15,15.0,1021.3,22.5,25.5,0.0,46.0,46.0,22.0,32.0,0,1,1,0,0,8,0,0
1693,22.6,66.59,0.0,9.2,1020.4,22.8,25.7,0.0,50.0,50.0,34.0,36.0,0,1,0,0,0,8,1,0
1694,23.6,64.82,0.0,11.4,1017.6,6.2,23.0,0.0,59.0,37.0,26.0,27.0,1,0,0,0,0,8,2,1
1695,21.5,69.78,0.0,19.1,1015.2,10.8,19.7,0.0,53.0,34.0,23.0,26.0,1,0,0,0,0,8,3,1
1696,17.4,65.63,1.25,18.6,1016.4,21.6,22.7,0.0,45.0,25.0,26.0,25.0,0,1,1,0,0,8,4,0
1697,16.0,58.59,0.09,16.8,1015.9,15.8,25.7,0.0,33.0,36.0,30.0,33.0,0,0,1,0,0,8,5,0
1698,17.4,52.81,0.0,18.6,1015.7,19.0,26.1,0.0,48.0,34.0,27.0,26.0,1,0,0,0,0,8,6,0
1699,19.8,65.41,0.19,22.7,1014.4,19.4,22.9,0.0,43.0,59.0,42.0,50.0,0,0,1,0,0,8,0,0
1700,19.6,58.79,0.0,9.8,1017.5,1.3,20.7,0.0,70.0,36.0,25.0,42.0,1,0,0,0,0,8,1,1
1701,18.7,77.78,36.37,22.7,1014.4,24.9,17.8,0.0,69.0,44.0,20.0,41.0,0,1,1,0,0,8,2,1
1702,17.4,72.47,0.0,9.9,1022.4,23.6,22.3,0.0,59.0,40.0,32.0,42.0,0,1,0,0,0,8,3,1
1703,18.2,62.66,0.0,12.9,1022.0,13.0,24.5,0.0,61.0,34.0,39.0,39.0,1,0,0,0,0,8,4,1
1704,17.8,51.73,0.0,14.7,1024.9,0.9,26.2,0.0,59.0,34.0,42.0,21.0,1,0,0,0,0,9,5,1
1705,18.3,50.65,0.0,13.5,1022.7,0.2,25.1,0.0,65.0,44.0,40.0,25.0,1,0,0,0,0,9,6,1
1706,19.0,60.86,0.0,18.2,1018.1,13.3,24.0,0.0,64.0,36.0,29.0,19.0,1,0,0,0,0,9,0,1
1707,18.6,78.41,0.07,15.5,1017.6,26.3,16.5,0.0,64.0,43.0,40.0,18.0,0,1,1,0,0,9,1,1
1708,20.8,76.43,0.0,15.5,1017.1,21.5,11.0,0.0,80.0,32.0,31.0,14.0,0,1,0,0,0,9,2,1
1709,18.6,75.55,0.17,18.0,1015.5,21.5,17.3,0.0,59.0,31.0,28.0,23.0,0,1,1,0,0,9,3,1
1710,16.6,62.98,0.01,16.7,1017.3,10.4,24.2,0.0,49.0,43.0,32.0,47.0,0,0,1,0,0,9,4,0
1711,16.7,57.51,0.0,11.2,1020.5,5.6,25.9,0.0,60.0,65.0,37.0,56.0,1,0,0,0,0,9,5,1
1712,20.6,53.78,0.0,10.0,1020.0,8.3,25.9,0.0,84.0,43.0,27.0,41.0,1,0,0,0,0,9,6,1
1713,19.5,64.01,0.0,13.8,1023.6,6.2,23.6,0.0,53.0,51.0,37.0,57.0,1,0,0,0,0,9,0,1
1714,21.2,57.82,0.0,15.9,1023.8,1.3,24.0,0.0,64.0,53.0,33.0,45.0,1,0,0,0,0,9,1,1
1715,20.9,62.59,0.0,19.3,1021.1,3.9,22.7,0.0,64.0,41.0,13.0,26.0,1,0,0,0,0,9,2,1
1716,16.8,81.94,0.67,14.6,1021.1,27.0,13.4,0.0,68.0,31.0,32.0,40.0,0,1,1,0,0,9,3,1
1717,16.5,64.3,0.01,16.3,1022.4,8.9,22.0,0.0,52.0,48.0,32.0,45.0,0,0,1,0,0,9,4,1
1718,15.8,66.43,0.01,10.3,1025.5,3.7,25.1,0.0,55.0,77.0,35.0,56.0,0,0,1,0,0,9,5,1
1719,18.6,53.01,0.0,6.8,1021.2,2.6,14.6,0.0,65.0,66.0,35.0,68.0,1,0,0,0,0,9,6,1
1720,21.1,47.2,0.0,16.0,1019.1,4.6,11.6,0.0,77.0,43.0,19.0,44.0,1,0,0,0,0,9,0,1
1721,21.1,70.17,0.47,18.8,1015.9,27.1,16.4,0.0,62.0,43.0,27.0,38.0,0,1,1,0,0,9,1,1
1722,20.4,68.82,0.0,20.9,1018.8,10.5,21.2,0.0,59.0,42.0,25.0,39.0,1,0,0,0,0,9,2,1
1723,20.2,65.42,0.0,22.7,1017.6,7.9,18.0,0.0,58.0,31.0,24.0,30.0,1,0,0,0,0,9,3,1
1724,17.1,61.44,2.89,30.3,1014.6,26.4,13.6,0.0,43.0,28.0,24.0,32.0,0,1,1,0,0,9,4,0
1725,14.8,61.79,0.62,22.4,1021.2,28.9,14.3,0.0,42.0,14.0,21.0,16.0,0,1,1,0,0,9,5,0
1726,17.7,84.69,7.84,32.1,1016.8,71.1,13.4,0.0,37.0,28.0,24.0,37.0,0,1,1,0,0,9,6,0
1727,11.9,65.59,0.0,16.9,1034.9,8.9,14.4,0.0,47.0,35.0,25.0,36.0,1,0,0,0,0,9,0,0
1728,12.0,60.46,0.0,22.6,1036.6,1.4,14.3,0.0,55.0,44.0,17.0,52.0,1,0,0,0,0,9,1,1
1729,13.5,54.3,0.0,13.3,1033.0,0.9,20.8,0.0,61.0,63.0,16.0,71.0,1,0,0,0,0,9,2,1
1730,16.2,59.56,0.0,8.9,1027.8,0.0,22.1,0.0,85.0,56.0,19.0,49.0,1,0,0,0,0,9,3,1
1731,15.4,70.21,0.0,25.1,1024.9,8.1,19.6,0.0,80.0,50.0,24.0,37.0,1,0,0,0,0,9,4,1
1732,12.8,57.14,0.0,18.7,1025.6,3.2,24.9,0.0,55.0,46.0,29.0,37.0,1,0,0,0,0,9,5,1
1733,12.1,60.1,0.0,22.2,1019.4,8.2,25.2,0.0,56.0,39.0,23.0,32.0,1,0,0,0,0,9,6,1
1734,12.5,57.73,0.0,20.1,1023.4,15.5,25.8,0.0,44.0,33.0,17.0,37.0,1,0,0,0,0,10,0,0
