datetime,pm25,pm10,o3,no2
1107,2017-01-12,56.0,47.464285714285715,9.571428571428571,45.92857142857143
1108,2017-01-13,96.42857142857143,47.464285714285715,9.571428571428571,45.92857142857143
1109,2017-01-14,96.42857142857143,47.464285714285715,9.571428571428571,45.92857142857143
1110,2017-01-15,96.42857142857143,39.0,2.0,29.0
1111,2017-01-16,100.0,53.0,10.0,41.0
1112,2017-01-17,101.0,47.0,10.0,43.0
1113,2017-01-18,82.0,54.0,10.0,48.0
1114,2017-01-19,107.0,57.0,9.0,51.0
1115,2017-01-20,113.0,76.0,4.0,57.0
1116,2017-01-21,159.0,84.0,5.0,60.0
1117,2017-01-22,166.0,74.0,3.0,50.0
1118,2017-01-23,163.0,59.0,10.0,49.0
1119,2017-01-24,136.0,53.0,10.0,39.0
1120,2017-01-25,112.0,68.0,6.0,40.0
1121,2017-01-26,150.0,65.0,10.0,55.0
1122,2017-01-27,107.0,49.0,15.0,49.0
1123,2017-01-28,71.0,25.0,19.0,39.0
1124,2017-01-29,64.0,23.0,14.0,42.0
1125,2017-01-30,60.0,40.0,6.0,46.0
1126,2017-01-31,84.0,36.0,9.0,39.0
1127,2017-02-01,71.0,37.0,25.0,44.0
1128,2017-02-02,66.0,27.0,22.0,41.0
1129,2017-02-03,47.0,24.0,20.0,47.0
1130,2017-02-04,54.0,25.0,24.0,43.0
1131,2017-02-05,51.0,35.0,17.0,43.0
1132,2017-02-06,56.0,38.0,21.0,53.0
1133,2017-02-07,60.0,41.0,8.0,41.0
1134,2017-02-08,74.0,59.0,9.0,39.0
1135,2017-02-09,111.0,57.0,8.0,42.0
1136,2017-02-10,119.0,65.0,4.0,44.0
1137,2017-02-11,155.0,49.0,10.0,39.0
1138,2017-02-12,117.0,52.0,13.0,35.0
1139,2017-02-13,99.0,58.0,5.0,44.0
1140,2017-02-14,107.0,55.0,18.0,52.0
1141,2017-02-15,82.0,56.0,5.0,61.0
1142,2017-02-16,110.0,56.0,5.0,56.0
1143,2017-02-17,114.0,53.0,16.0,53.0
1144,2017-02-18,108.0,46.0,25.0,52.0
1145,2017-02-19,106.0,36.0,18.0,40.0
1146,2017-02-20,61.0,28.0,17.0,38.0
1147,2017-02-21,41.0,31.0,23.0,41.0
1148,2017-02-22,44.0,28.0,26.0,36.0
1149,2017-02-23,36.0,42.0,26.0,54.0
1150,2017-02-24,54.0,35.0,28.0,50.0
1151,2017-02-25,74.0,24.0,32.0,32.0
1152,2017-02-26,50.0,21.0,35.0,29.0
1153,2017-02-27,30.0,21.0,29.0,40.0
1154,2017-02-28,36.0,22.0,29.0,42.0
1155,2017-03-01,33.0,46.0,28.0,48.0
1156,2017-03-02,48.0,41.0,19.0,52.0
1157,2017-03-03,58.0,24.0,25.0,54.0
1158,2017-03-04,53.0,18.0,32.0,35.0
1159,2017-03-05,38.0,28.0,27.0,46.0
1160,2017-03-06,46.0,36.0,22.0,51.0
1161,2017-03-07,54.0,21.0,18.0,38.0
1162,2017-03-08,45.0,36.0,16.0,40.0
1163,2017-03-09,46.0,49.0,14.0,48.0
1164,2017-03-10,94.0,46.0,19.0,58.0
1165,2017-03-11,85.0,48.0,20.0,41.0
1166,2017-03-12,101.0,48.0,21.0,37.0
1167,2017-03-13,99.0,39.0,24.0,46.0
1168,2017-03-14,71.0,46.0,20.0,53.0
1169,2017-03-15,76.0,60.0,23.0,63.0
1170,2017-03-16,103.0,36.0,28.0,44.0
1171,2017-03-17,64.0,29.0,26.0,37.0
1172,2017-03-18,41.0,34.0,27.0,37.0
1173,2017-03-19,46.0,26.0,27.0,37.0
1174,2017-03-20,39.0,31.0,26.0,55.0
1175,2017-03-21,49.0,34.0,29.0,43.0
1176,2017-03-22,52.0,28.0,18.0,44.0
1177,2017-03-23,59.0,46.0,11.0,46.0
1178,2017-03-24,93.0,42.0,33.0,47.0
1179,2017-03-25,81.0,38.0,30.0,48.0
1180,2017-03-26,75.0,56.0,33.0,60.0
1181,2017-03-27,96.0,44.0,32.0,56.0
1182,2017-03-28,74.0,43.0,30.0,61.0
1183,2017-03-29,63.0,47.0,32.0,64.0
1184,2017-03-30,62.0,35.0,33.0,48.0
1185,2017-03-31,55.0,28.0,34.0,43.0
1186,2017-04-01,48.0,36.0,33.0,45.0
1187,2017-04-02,58.0,53.0,34.0,58.0
1188,2017-04-03,81.0,47.0,28.0,49.0
1189,2017-04-04,74.0,48.0,28.0,38.0
1190,2017-04-05,72.0,53.0,32.0,47.0
1191,2017-04-06,62.0,62.0,32.0,59.0
1192,2017-04-07,96.0,81.0,34.0,64.0
1193,2017-04-08,123.0,83.0,42.0,72.0
1194,2017-04-09,97.0,37.0,28.0,38.0
1195,2017-04-10,63.0,59.0,32.0,51.0
1196,2017-04-11,63.0,56.0,35.0,43.0
1197,2017-04-12,52.0,50.0,27.0,43.0
1198,2017-04-13,59.0,51.0,35.0,47.0
1199,2017-04-14,61.0,29.0,31.0,40.0
1200,2017-04-15,48.0,33.0,33.0,39.0
1201,2017-04-16,40.0,30.0,27.0,31.0
1202,2017-04-17,42.0,41.0,30.0,46.0
1203,2017-04-18,47.0,64.0,33.0,47.0
1204,2017-04-19,69.0,62.0,33.0,55.0
1205,2017-04-20,70.0,63.0,34.0,61.0
1206,2017-04-21,84.0,52.0,22.0,46.0
1207,2017-04-22,71.0,48.0,34.0,47.0
1208,2017-04-23,55.0,47.0,37.0,55.0
1209,2017-04-24,60.0,31.0,29.0,44.0
1210,2017-04-25,47.0,39.0,27.0,50.0
1211,2017-04-26,50.0,43.0,29.0,53.0
1212,2017-04-27,52.0,36.0,23.0,53.0
1213,2017-04-28,65.0,56.0,36.0,43.0
1214,2017-04-29,68.0,46.0,37.0,35.0
1215,2017-04-30,44.0,38.0,33.0,26.0
1216,2017-05-01,50.0,33.0,34.0,45.0
1217,2017-05-02,52.0,37.0,18.0,49.0
1218,2017-05-03,84.0,47.0,25.0,50.0
1219,2017-05-04,92.0,62.0,33.0,48.0
1220,2017-05-05,117.0,35.0,20.0,40.0
1221,2017-05-06,76.0,31.0,29.0,33.0
1222,2017-05-07,70.0,29.0,27.0,31.0
1223,2017-05-08,55.0,45.0,35.0,49.0
1224,2017-05-09,68.0,41.0,40.0,62.0
1225,2017-05-10,68.0,34.0,31.0,47.0
1226,2017-05-11,58.0,33.0,28.0,49.0
1227,2017-05-12,55.0,31.0,35.0,39.0
1228,2017-05-13,51.0,25.0,33.0,34.0
1229,2017-05-14,42.0,35.0,33.0,52.0
1230,2017-05-15,55.0,43.0,36.0,61.0
1231,2017-05-16,64.0,49.0,42.0,60.0
1232,2017-05-17,68.0,25.0,26.0,38.0
1233,2017-05-18,37.0,32.0,28.0,40.0
1234,2017-05-19,52.0,26.0,29.0,39.0
1235,2017-05-20,52.0,29.0,33.0,41.0
1236,2017-05-21,50.0,40.0,41.0,62.0
1237,2017-05-22,60.0,32.0,30.0,38.0
1238,2017-05-23,45.0,34.0,36.0,49.0
1239,2017-05-24,53.0,43.0,35.0,43.0
1240,2017-05-25,53.0,50.0,39.0,56.0
1241,2017-05-26,51.0,34.0,51.0,47.0
1242,2017-05-27,57.0,41.0,48.0,52.0
1243,2017-05-28,82.0,40.0,41.0,53.0
1244,2017-05-29,59.0,28.0,27.0,36.0
1245,2017-05-30,38.0,44.0,31.0,47.0
1246,2017-05-31,68.0,65.0,47.0,59.0
1247,2017-06-01,78.0,47.0,31.0,60.0
1248,2017-06-02,68.0,29.0,20.0,37.0
1249,2017-06-03,53.0,41.0,32.0,37.0
1250,2017-06-04,48.0,39.0,33.0,31.0
1251,2017-06-05,67.0,38.0,24.0,29.0
1252,2017-06-06,51.0,30.0,25.0,35.0
1253,2017-06-07,71.0,35.0,30.0,49.0
1254,2017-06-08,55.0,32.0,28.0,46.0
1255,2017-06-09,51.0,35.0,41.0,52.0
1256,2017-06-10,63.0,31.0,45.0,44.0
1257,2017-06-11,55.0,32.0,30.0,36.0
1258,2017-06-12,43.0,39.0,33.0,48.0
1259,2017-06-13,56.0,37.0,19.0,49.0
1260,2017-06-14,60.0,35.76923076923077,30.076923076923077,42.53846153846154
1261,2017-06-15,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1262,2017-06-16,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1263,2017-06-17,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1264,2017-06-18,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1265,2017-06-19,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1266,2017-06-20,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1267,2017-06-21,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1268,2017-06-22,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1269,2017-06-23,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1270,2017-06-24,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1271,2017-06-25,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1272,2017-06-26,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1273,2017-06-27,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1274,2017-06-28,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1275,2017-06-29,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1276,2017-06-30,58.5,35.76923076923077,30.076923076923077,42.53846153846154
1277,2017-07-01,51.5,37.5,39.0,43.5
1278,2017-07-02,50.0,39.5,31.5,42.0
1279,2017-07-03,52.5,38.5,31.0,45.0
1280,2017-07-04,56.5,39.0,32.5,42.0
1281,2017-07-05,59.0,47.5,44.0,53.0
1282,2017-07-06,62.0,56.5,60.0,62.0
1283,2017-07-07,70.0,56.0,55.0,61.0
1284,2017-07-08,73.0,48.5,32.0,38.0
1285,2017-07-09,55.5,48.5,32.0,38.5
1286,2017-07-10,53.0,51.0,27.0,36.0
1287,2017-07-11,48.5,44.5,30.5,40.0
1288,2017-07-12,52.5,47.0,34.0,42.5
1289,2017-07-13,50.0,76.5,43.5,40.5
1290,2017-07-14,63.5,61.0,50.0,51.0
1291,2017-07-15,68.5,66.0,40.0,47.5
1292,2017-07-16,63.5,57.5,34.0,36.0
1293,2017-07-17,53.0,60.5,37.5,47.0
1294,2017-07-18,54.5,69.0,47.5,60.0
1295,2017-07-19,62.5,49.0,40.5,56.0
1296,2017-07-20,64.5,43.0,36.0,37.0
1297,2017-07-21,64.5,50.5,46.0,42.5
1298,2017-07-22,65.0,56.0,56.0,47.5
1299,2017-07-23,62.0,66.5,39.5,48.0
1300,2017-07-24,60.0,65.5,46.5,48.5
1301,2017-07-25,66.0,56.5,54.0,58.5
1302,2017-07-26,68.0,53.5,46.5,59.5
1303,2017-07-27,76.5,30.5,26.5,31.5
1304,2017-07-28,46.0,34.5,23.5,28.0
1305,2017-07-29,42.0,30.0,22.0,31.5
1306,2017-07-30,45.0,33.5,30.0,32.5
1307,2017-07-31,45.5,40.5,35.5,43.0
1308,2017-08-01,50.0,45.5,38.5,42.0
1309,2017-08-02,53.5,45.0,52.5,49.0
1310,2017-08-03,61.5,39.0,36.5,39.0
1311,2017-08-04,53.0,40.0,35.0,33.5
1312,2017-08-05,52.0,47.0,44.0,48.5
1313,2017-08-06,58.0,46.5,45.0,49.0
1314,2017-08-07,61.0,33.0,28.5,28.5
1315,2017-08-08,48.5,37.0,26.0,31.5
1316,2017-08-09,48.5,43.5,26.0,30.0
1317,2017-08-10,57.5,32.5,30.0,31.5
1318,2017-08-11,42.5,33.5,30.5,34.5
1319,2017-08-12,52.5,38.0,30.0,28.0
1320,2017-08-13,46.0,36.5,29.5,26.5
1321,2017-08-14,40.0,41.0,35.5,33.0
1322,2017-08-15,48.5,44.0,46.0,49.0
1323,2017-08-16,65.5,46.5,39.5,39.5
1324,2017-08-17,56.0,37.5,30.5,41.0
1325,2017-08-18,64.0,34.5,28.5,35.0
1326,2017-08-19,65.0,30.0,24.0,25.0
1327,2017-08-20,46.0,34.0,24.0,28.5
1328,2017-08-21,45.5,41.5,35.0,42.0
1329,2017-08-22,58.0,73.5,30.0,39.5
1330,2017-08-23,72.0,45.0,38.0,44.0
1331,2017-08-24,51.5,67.0,48.5,53.0
1332,2017-08-25,60.0,58.0,55.0,59.0
1333,2017-08-26,70.0,48.5,41.5,41.5
1334,2017-08-27,68.0,54.5,36.5,47.0
1335,2017-08-28,64.5,32.5,24.0,39.5
1336,2017-08-29,59.5,46.0,28.5,49.5
1337,2017-08-30,67.0,45.5,38.5,52.5
1338,2017-08-31,71.0,38.0,33.0,44.0
1339,2017-09-01,58.0,40.5,42.5,40.0
1340,2017-09-02,65.0,42.5,35.0,35.5
1341,2017-09-03,61.5,32.5,24.0,29.0
1342,2017-09-04,59.0,36.0,29.5,31.0
1343,2017-09-05,69.0,32.0,19.5,26.0
1344,2017-09-06,61.5,37.5,33.0,41.5
1345,2017-09-07,58.0,46.5,30.0,54.5
1346,2017-09-08,65.0,57.5,35.0,59.0
1347,2017-09-09,74.5,45.0,30.0,49.0
1348,2017-09-10,59.0,43.5,28.0,47.0
1349,2017-09-11,62.0,56.0,36.5,54.5
1350,2017-09-12,67.5,50.5,24.5,50.5
1351,2017-09-13,70.0,39.0,35.5,50.0
1352,2017-09-14,57.0,40.5,30.5,46.5
1353,2017-09-15,58.5,53.5,28.5,46.5
1354,2017-09-16,59.0,45.0,24.0,48.5
1355,2017-09-17,64.5,36.0,23.5,37.5
1356,2017-09-18,63.0,38.5,25.5,42.0
1357,2017-09-19,65.0,40.5,23.5,44.0
1358,2017-09-20,66.5,40.5,22.5,47.0
1359,2017-09-21,64.5,41.5,26.5,52.0
1360,2017-09-22,66.5,29.5,23.5,40.5
1361,2017-09-23,60.5,38.0,30.0,50.0
1362,2017-09-24,63.0,34.0,24.0,42.0
1363,2017-09-25,59.5,43.5,18.0,54.0
1364,2017-09-26,65.5,52.0,20.5,62.5
1365,2017-09-27,73.0,45.5,19.5,49.0
1366,2017-09-28,69.0,39.5,19.5,36.5
1367,2017-09-29,52.0,41.0,25.0,45.0
1368,2017-09-30,56.5,32.5,22.5,36.0
1369,2017-10-01,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1370,2017-10-02,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1371,2017-10-03,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1372,2017-10-04,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1373,2017-10-05,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1374,2017-10-06,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1375,2017-10-07,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1376,2017-10-08,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1377,2017-10-09,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1378,2017-10-10,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1379,2017-10-11,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1380,2017-10-12,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1381,2017-10-13,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1382,2017-10-14,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1383,2017-10-15,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1384,2017-10-16,61.357142857142854,37.666666666666664,16.8,39.666666666666664
1385,2017-10-17,61.357142857142854,52.0,13.0,50.0
1386,2017-10-18,78.0,55.0,23.0,49.0
1387,2017-10-19,72.0,30.0,26.0,34.0
1388,2017-10-20,47.0,32.0,25.0,35.0
1389,2017-10-21,52.0,24.0,26.0,26.0
1390,2017-10-22,40.0,27.0,19.0,38.0
1391,2017-10-23,48.0,26.0,14.0,38.0
1392,2017-10-24,52.0,33.0,14.0,36.0
1393,2017-10-25,57.0,51.0,1.0,42.0
1394,2017-10-26,91.0,43.0,19.0,38.0
1395,2017-10-27,80.0,36.0,21.0,40.0
1396,2017-10-28,61.0,22.0,20.0,26.0
1397,2017-10-29,40.0,34.0,18.0,41.0
1398,2017-10-30,57.0,51.0,5.0,53.0
1399,2017-10-31,84.0,49.0,8.0,49.0
1400,2017-11-01,87.0,45.0,13.0,45.0
1401,2017-11-02,87.0,57.0,11.0,47.0
1402,2017-11-03,96.0,33.0,17.0,37.0
1403,2017-11-04,69.0,22.0,25.0,39.0
1404,2017-11-05,43.0,36.0,15.0,46.0
1405,2017-11-06,62.0,51.0,6.0,57.0
1406,2017-11-07,85.0,59.0,2.0,56.0
1407,2017-11-08,114.0,48.0,10.0,48.0
1408,2017-11-09,91.0,28.0,16.0,39.0
1409,2017-11-10,51.0,22.0,17.0,30.0
1410,2017-11-11,47.0,15.0,25.0,25.0
1411,2017-11-12,42.0,28.0,19.0,29.0
1412,2017-11-13,43.0,42.0,10.0,42.0
1413,2017-11-14,71.0,50.0,1.0,42.0
1414,2017-11-15,93.0,50.0,4.0,51.0
1415,2017-11-16,94.0,54.0,4.0,49.0
1416,2017-11-17,112.0,45.0,10.0,49.0
1417,2017-11-18,81.0,27.0,21.0,37.0
1418,2017-11-19,56.0,43.0,11.0,44.0
1419,2017-11-20,92.0,33.0,12.0,41.0
1420,2017-11-21,63.0,39.0,12.0,40.0
1421,2017-11-22,72.0,36.0,19.0,37.0
1422,2017-11-23,57.0,31.0,17.0,44.0
1423,2017-11-24,57.0,24.0,16.0,42.0
1424,2017-11-25,51.0,21.0,18.0,37.0
1425,2017-11-26,45.0,23.0,16.0,35.0
1426,2017-11-27,45.0,21.0,21.0,44.0
1427,2017-11-28,59.0,35.0,9.0,52.0
1428,2017-11-29,66.0,30.0,13.0,46.0
1429,2017-11-30,53.0,28.0,16.0,47.0
1430,2017-12-01,60.0,52.0,3.0,44.0
1431,2017-12-02,117.0,44.0,2.0,33.0
1432,2017-12-03,104.0,55.0,10.0,43.0
1433,2017-12-04,121.0,58.0,4.0,54.0
1434,2017-12-05,102.0,56.0,7.0,43.0
1435,2017-12-06,96.0,30.0,17.0,31.0
1436,2017-12-07,62.0,26.0,15.0,44.0
1437,2017-12-08,47.0,24.0,16.0,44.0
1438,2017-12-09,50.0,25.0,20.0,33.0
1439,2017-12-10,51.0,28.0,18.0,37.0
1440,2017-12-11,41.0,30.0,19.0,47.0
1441,2017-12-12,52.0,25.0,13.0,39.0
1442,2017-12-13,54.0,23.0,28.0,35.0
1443,2017-12-14,37.0,20.0,21.0,42.0
1444,2017-12-15,44.0,27.0,17.0,41.0
1445,2017-12-16,52.0,35.0,10.0,46.0
1446,2017-12-17,74.0,32.0,15.0,36.0
1447,2017-12-18,55.0,51.0,5.0,47.0
1448,2017-12-19,78.0,50.0,5.0,48.0
1449,2017-12-20,84.0,28.0,5.0,46.0
1450,2017-12-21,65.0,24.0,24.0,45.0
1451,2017-12-22,56.0,29.0,14.0,47.0
1452,2017-12-23,69.0,20.0,15.0,31.0
1453,2017-12-24,44.0,15.0,20.0,25.0
1454,2017-12-25,36.0,20.0,17.0,32.0
1455,2017-12-26,45.0,15.0,23.0,30.0
1456,2017-12-27,35.0,29.0,18.0,41.0
1457,2017-12-28,47.0,29.0,24.0,39.0
1458,2017-12-29,68.0,22.0,20.0,35.0
1459,2017-12-30,41.0,24.0,19.0,26.0
1460,2017-12-31,45.0,20.0,26.0,21.0
1461,2018-01-01,30.0,25.0,24.0,27.0
1462,2018-01-02,47.0,25.0,28.0,20.0
1463,2018-01-03,38.0,20.0,22.0,31.0
1464,2018-01-04,37.0,26.0,25.0,38.0
1465,2018-01-05,46.0,34.0,18.0,41.0
1466,2018-01-06,77.0,31.0,8.0,23.0
1467,2018-01-07,78.0,36.0,6.0,28.0
1468,2018-01-08,73.0,40.0,9.0,31.0
1469,2018-01-09,83.0,34.0,12.0,39.0
1470,2018-01-10,60.0,40.0,15.0,39.0
1471,2018-01-11,75.0,48.0,7.0,38.0
1472,2018-01-12,96.0,43.0,9.0,32.0
1473,2018-01-13,100.0,50.0,7.0,40.0
1474,2018-01-14,105.0,23.0,21.0,30.0
1475,2018-01-15,49.0,21.0,28.0,37.0
1476,2018-01-16,40.0,24.0,29.0,35.0
1477,2018-01-17,40.0,21.0,25.0,36.0
1478,2018-01-18,44.0,22.0,23.0,49.0
1479,2018-01-19,45.0,17.0,22.0,38.0
1480,2018-01-20,46.0,20.0,20.0,37.0
1481,2018-01-21,56.0,23.0,24.0,37.0
1482,2018-01-22,43.0,28.0,23.0,39.0
1483,2018-01-23,50.0,20.0,17.0,26.0
1484,2018-01-24,31.0,22.0,23.0,44.0
1485,2018-01-25,46.0,37.0,17.0,46.0
1486,2018-01-26,60.0,38.0,13.0,37.0
1487,2018-01-27,78.0,21.0,15.0,25.0
1488,2018-01-28,51.0,19.0,20.0,27.0
1489,2018-01-29,28.0,29.0,19.0,32.0
1490,2018-01-30,41.0,17.0,28.0,34.0
1491,2018-01-31,37.0,26.0,24.0,44.0
1492,2018-02-01,47.0,37.0,14.0,42.0
1493,2018-02-02,55.0,31.0,10.0,45.0
1494,2018-02-03,68.0,25.0,15.0,34.0
1495,2018-02-04,58.0,35.0,9.0,36.0
1496,2018-02-05,77.0,36.0,6.0,37.0
1497,2018-02-06,87.0,44.0,11.0,36.0
1498,2018-02-07,104.0,53.0,5.0,58.0
1499,2018-02-08,130.0,52.0,19.0,45.0
1500,2018-02-09,116.0,32.0,21.0,49.0
1501,2018-02-10,65.0,23.0,25.0,40.0
1502,2018-02-11,47.0,35.0,22.0,54.0
1503,2018-02-12,52.0,36.0,17.0,43.0
1504,2018-02-13,53.0,30.0,18.0,38.0
1505,2018-02-14,57.0,30.0,15.0,48.0
1506,2018-02-15,56.0,49.0,18.0,61.0
1507,2018-02-16,73.0,49.0,16.0,51.0
1508,2018-02-17,76.0,50.0,16.0,40.0
1509,2018-02-18,100.0,38.0,7.0,35.0
1510,2018-02-19,81.0,38.0,17.0,44.0
1511,2018-02-20,72.0,70.0,13.0,43.0
1512,2018-02-21,144.0,65.0,19.0,44.0
1513,2018-02-22,126.0,54.0,24.0,48.0
1514,2018-02-23,83.0,48.0,24.0,47.0
1515,2018-02-24,90.0,35.0,25.0,42.0
1516,2018-02-25,67.0,46.0,24.0,43.0
1517,2018-02-26,66.0,48.0,18.0,48.0
1518,2018-02-27,84.0,82.0,23.0,48.0
1519,2018-02-28,99.0,60.0,19.0,43.0
1520,2018-03-01,107.0,51.0,15.0,54.0
1521,2018-03-02,94.0,44.0,21.0,65.0
1522,2018-03-03,71.0,26.0,19.0,57.0
1523,2018-03-04,62.0,40.0,17.0,63.0
1524,2018-03-05,61.0,37.0,25.0,55.0
1525,2018-03-06,55.0,25.0,25.0,55.0
1526,2018-03-07,50.0,30.0,22.0,50.0
1527,2018-03-08,51.0,39.0,9.0,66.0
1528,2018-03-09,79.0,35.0,18.0,55.0
1529,2018-03-10,67.0,23.0,30.0,43.0
1530,2018-03-11,45.0,26.0,27.0,41.0
1531,2018-03-12,38.0,38.0,26.0,42.0
1532,2018-03-13,52.0,40.0,29.0,49.0
1533,2018-03-14,63.0,31.0,26.0,54.0
1534,2018-03-15,52.0,41.0,27.0,49.0
1535,2018-03-16,56.0,38.0,6.0,48.0
1536,2018-03-17,84.0,40.0,18.0,41.0
1537,2018-03-18,92.0,51.0,18.0,49.0
1538,2018-03-19,106.0,41.0,24.0,42.0
1539,2018-03-20,74.0,43.0,27.0,45.0
1540,2018-03-21,65.0,50.0,26.0,54.0
1541,2018-03-22,70.0,42.0,28.0,48.0
1542,2018-03-23,62.0,47.0,28.0,47.0
1543,2018-03-24,75.0,59.0,28.0,55.0
1544,2018-03-25,116.0,54.0,31.0,46.0
1545,2018-03-26,87.0,33.0,26.0,47.0
1546,2018-03-27,64.0,26.0,30.0,40.0
1547,2018-03-28,43.0,31.0,32.0,43.0
1548,2018-03-29,45.0,29.0,25.0,48.0
1549,2018-03-30,51.0,28.0,27.0,45.0
1550,2018-03-31,51.0,27.0,29.0,38.0
1551,2018-04-01,55.0,28.0,25.0,37.0
1552,2018-04-02,57.0,31.0,23.0,45.0
1553,2018-04-03,53.0,27.0,32.0,41.0
1554,2018-04-04,44.0,31.0,29.0,44.0
1555,2018-04-05,49.0,37.0,30.0,42.0
1556,2018-04-06,58.0,37.0,31.0,46.0
1557,2018-04-07,59.0,44.0,38.0,41.0
1558,2018-04-08,65.0,43.0,22.0,51.0
1559,2018-04-09,75.0,30.0,38.0,41.0
1560,2018-04-10,58.0,36.0,39.0,53.0
1561,2018-04-11,53.0,49.0,19.0,49.0
1562,2018-04-12,88.0,36.0,36.0,46.0
1563,2018-04-13,68.0,40.0,26.0,47.0
1564,2018-04-14,66.0,30.0,34.0,40.0
1565,2018-04-15,57.0,43.0,35.0,47.0
1566,2018-04-16,57.0,50.0,38.0,51.0
1567,2018-04-17,68.0,61.0,46.0,56.0
1568,2018-04-18,76.0,67.0,44.0,65.0
1569,2018-04-19,103.0,68.0,48.0,67.0
1570,2018-04-20,88.0,69.0,51.0,62.0
1571,2018-04-21,76.0,57.0,42.0,46.0
1572,2018-04-22,74.0,49.0,32.0,40.0
1573,2018-04-23,60.0,52.0,39.0,45.0
1574,2018-04-24,55.0,41.0,31.0,35.0
1575,2018-04-25,48.0,40.0,34.0,39.0
1576,2018-04-26,42.0,66.0,36.0,44.0
1577,2018-04-27,55.0,39.0,35.0,33.0
1578,2018-04-28,42.0,29.0,23.0,38.0
1579,2018-04-29,58.0,18.0,25.0,30.0
1580,2018-04-30,38.0,28.0,32.0,32.0
1581,2018-05-01,48.0,42.0,35.0,44.0
1582,2018-05-02,60.0,49.0,38.0,42.0
1583,2018-05-03,54.0,49.0,41.0,46.0
1584,2018-05-04,63.0,60.0,46.0,48.0
1585,2018-05-05,92.0,58.0,48.0,54.0
1586,2018-05-06,79.0,65.0,47.0,60.0
1587,2018-05-07,73.0,57.0,60.0,51.0
1588,2018-05-08,67.0,43.0,37.0,31.0
1589,2018-05-09,59.0,43.0,37.0,28.0
1590,2018-05-10,44.0,54.0,41.0,43.0
1591,2018-05-11,56.0,38.0,27.0,40.0
1592,2018-05-12,59.0,26.0,28.0,27.0
1593,2018-05-13,43.0,42.0,34.0,36.0
1594,2018-05-14,57.0,50.0,38.0,41.0
1595,2018-05-15,88.0,58.0,39.0,41.0
1596,2018-05-16,89.0,53.0,37.0,33.0
1597,2018-05-17,64.0,59.0,30.0,37.0
1598,2018-05-18,67.0,64.0,38.0,37.0
1599,2018-05-19,71.0,62.0,45.0,37.0
1600,2018-05-20,88.0,49.0,43.0,45.0
1601,2018-05-21,64.0,71.0,39.0,59.0
1602,2018-05-22,79.0,61.0,35.0,41.0
1603,2018-05-23,105.0,60.0,45.0,47.0
1604,2018-05-24,88.0,56.0,41.0,52.0
1605,2018-05-25,74.0,38.0,40.0,42.0
1606,2018-05-26,69.0,49.0,49.0,48.0
1607,2018-05-27,61.0,48.0,37.0,48.0
1608,2018-05-28,61.0,40.0,29.0,40.0
1609,2018-05-29,64.0,43.0,35.0,45.0
1610,2018-05-30,64.0,45.0,34.0,42.0
1611,2018-05-31,56.0,29.0,24.0,38.0
1612,2018-06-01,48.0,34.0,34.0,36.0
1613,2018-06-02,57.0,31.0,38.0,40.0
1614,2018-06-03,55.0,44.0,42.0,44.0
1615,2018-06-04,66.0,50.0,30.0,35.0
1616,2018-06-05,107.0,46.0,17.0,38.0
1617,2018-06-06,94.0,36.0,35.0,40.0
1618,2018-06-07,50.0,48.0,38.0,48.0
1619,2018-06-08,66.0,52.0,36.0,42.0
1620,2018-06-09,105.0,54.0,33.0,40.0
1621,2018-06-10,119.0,50.0,19.0,40.0
1622,2018-06-11,97.0,34.0,27.0,39.0
1623,2018-06-12,64.0,29.0,24.0,34.0
1624,2018-06-13,43.0,38.0,28.0,41.0
1625,2018-06-14,59.0,39.0,34.0,37.0
1626,2018-06-15,54.0,31.0,33.0,34.0
