datetime,pm25,pm10,o3,no2
554,2015-07-09,57.0,63.0,45.0,66.0
555,2015-07-10,66.0,53.0,42.0,50.0
556,2015-07-11,67.0,36.0,24.0,33.0
557,2015-07-12,53.0,31.0,21.0,34.0
558,2015-07-13,51.0,39.0,20.0,30.0
559,2015-07-14,49.0,47.0,35.0,51.0
560,2015-07-15,64.0,63.0,42.0,69.0
561,2015-07-16,72.0,37.0,28.0,36.0
562,2015-07-17,60.0,45.0,45.0,47.0
563,2015-07-18,57.0,27.0,25.0,34.0
564,2015-07-19,58.0,24.0,16.0,36.0
565,2015-07-20,49.0,34.0,20.0,36.0
566,2015-07-21,57.0,34.0,31.0,37.0
567,2015-07-22,51.0,38.0,36.0,42.0
568,2015-07-23,49.0,44.0,32.0,54.0
569,2015-07-24,63.0,33.0,32.0,30.0
570,2015-07-25,44.0,49.0,27.0,39.0
571,2015-07-26,62.0,27.0,26.0,26.0
572,2015-07-27,40.0,27.0,25.0,33.0
573,2015-07-28,43.0,32.0,26.0,34.0
574,2015-07-29,44.0,32.0,28.0,39.0
575,2015-07-30,48.0,45.0,35.0,49.0
576,2015-07-31,62.0,44.0,44.0,44.0
577,2015-08-01,60.0,56.0,53.0,55.0
578,2015-08-02,63.0,44.0,54.0,65.0
579,2015-08-03,67.0,42.0,31.0,38.0
580,2015-08-04,53.0,55.0,39.0,55.0
581,2015-08-05,64.0,47.0,34.0,46.0
582,2015-08-06,64.0,49.0,40.0,46.0
583,2015-08-07,56.0,62.0,37.0,50.0
584,2015-08-08,57.0,49.0,40.0,42.0
585,2015-08-09,67.0,45.0,25.0,41.0
586,2015-08-10,50.0,60.0,26.0,37.0
587,2015-08-11,58.0,69.0,57.0,53.0
588,2015-08-12,78.0,46.0,42.0,45.0
589,2015-08-13,80.0,26.0,28.0,35.0
590,2015-08-14,54.0,22.0,28.0,23.0
591,2015-08-15,43.0,30.0,31.0,35.0
592,2015-08-16,55.0,34.0,33.0,40.0
593,2015-08-17,58.0,38.0,33.0,47.0
594,2015-08-18,67.0,43.0,37.0,51.0
595,2015-08-19,70.0,31.0,21.0,38.0
596,2015-08-20,71.0,34.0,36.0,44.0
597,2015-08-21,71.0,40.0,45.0,52.0
598,2015-08-22,63.0,31.0,32.0,40.0
599,2015-08-23,52.0,21.0,23.0,27.0
600,2015-08-24,48.0,27.0,20.0,29.0
601,2015-08-25,51.0,29.0,27.0,38.0
602,2015-08-26,56.0,28.0,18.0,48.0
603,2015-08-27,61.0,33.0,20.0,49.0
604,2015-08-28,71.0,41.0,31.0,57.0
605,2015-08-29,80.0,43.0,38.0,63.0
606,2015-08-30,82.0,40.0,28.0,49.0
607,2015-08-31,74.0,27.0,29.0,39.0
608,2015-09-01,47.0,34.0,29.0,45.0
609,2015-09-02,56.0,32.0,28.0,40.0
610,2015-09-03,44.0,29.0,23.0,44.0
611,2015-09-04,46.0,28.0,23.0,38.0
612,2015-09-05,53.0,34.0,26.0,33.0
613,2015-09-06,49.0,44.0,23.0,49.0
614,2015-09-07,61.0,43.0,20.0,40.0
615,2015-09-08,63.0,45.0,31.0,44.0
616,2015-09-09,64.0,49.0,33.0,56.0
617,2015-09-10,66.0,56.0,29.0,71.0
618,2015-09-11,69.0,42.0,17.0,50.0
619,2015-09-12,87.0,42.0,14.0,36.0
620,2015-09-13,83.0,23.0,24.0,36.0
621,2015-09-14,47.0,23.0,25.0,38.0
622,2015-09-15,52.0,23.0,24.0,44.0
623,2015-09-16,68.0,32.0,22.0,43.0
624,2015-09-17,58.0,30.0,20.0,48.0
625,2015-09-18,68.0,27.0,25.0,40.0
626,2015-09-19,53.0,36.0,30.0,50.0
627,2015-09-20,64.0,36.0,29.0,55.0
628,2015-09-21,71.0,20.0,21.0,34.0
629,2015-09-22,40.0,31.0,21.0,45.0
630,2015-09-23,52.0,30.0,16.0,43.0
631,2015-09-24,62.0,36.0,16.0,42.0
632,2015-09-25,66.0,40.0,24.0,42.0
633,2015-09-26,71.0,41.0,29.0,42.0
634,2015-09-27,64.0,34.0,24.0,39.0
635,2015-09-28,58.0,36.0,26.0,40.0
636,2015-09-29,49.0,38.0,22.0,43.0
637,2015-09-30,57.0,43.0,23.0,48.0
638,2015-10-01,66.0,51.0,21.0,60.0
639,2015-10-02,75.0,63.0,17.0,64.0
640,2015-10-03,102.0,56.0,17.0,41.0
641,2015-10-04,101.0,32.0,11.0,43.0
642,2015-10-05,63.0,25.0,20.0,42.0
643,2015-10-06,58.0,24.0,20.0,37.0
644,2015-10-07,41.0,34.0,20.0,48.0
645,2015-10-08,55.0,44.0,18.0,52.0
646,2015-10-09,80.0,45.0,16.0,40.0
647,2015-10-10,92.0,46.0,15.0,37.0
648,2015-10-11,94.0,53.0,8.0,39.0
649,2015-10-12,104.0,52.0,18.0,43.0
650,2015-10-13,98.0,44.0,13.0,43.0
651,2015-10-14,94.0,36.0,5.0,39.0
652,2015-10-15,82.0,47.0,2.0,44.0
653,2015-10-16,112.0,44.0,12.0,46.0
654,2015-10-17,88.0,36.0,11.0,40.0
655,2015-10-18,82.0,53.0,2.0,43.0
656,2015-10-19,119.0,51.0,11.0,43.0
657,2015-10-20,112.0,38.0,14.0,53.0
658,2015-10-21,77.0,28.0,14.0,49.0
659,2015-10-22,61.0,37.0,25.0,61.0
660,2015-10-23,68.0,33.0,10.0,41.0
661,2015-10-24,69.0,37.0,16.0,40.0
662,2015-10-25,71.0,51.0,6.0,50.0
663,2015-10-26,98.0,51.0,11.0,56.0
664,2015-10-27,84.0,34.0,17.0,50.0
665,2015-10-28,70.0,36.0,11.0,46.0
666,2015-10-29,70.0,42.0,8.0,43.0
667,2015-10-30,82.0,51.0,6.0,43.0
668,2015-10-31,110.0,54.0,4.0,55.0
669,2015-11-01,120.0,52.0,2.0,43.0
670,2015-11-02,110.0,41.0,9.0,52.0
671,2015-11-03,81.0,31.0,13.0,50.0
672,2015-11-04,65.0,37.0,15.0,47.0
673,2015-11-05,75.0,22.0,10.0,38.0
674,2015-11-06,53.0,30.0,10.0,37.0
675,2015-11-07,68.0,29.0,16.0,34.0
676,2015-11-08,68.0,30.0,22.0,39.0
677,2015-11-09,57.0,64.0,16.0,45.0
678,2015-11-10,64.0,35.0,11.0,34.0
679,2015-11-11,80.0,50.0,8.0,48.0
680,2015-11-12,104.0,33.0,23.0,44.0
681,2015-11-13,63.0,27.0,24.0,35.0
682,2015-11-14,50.0,26.0,21.0,27.0
683,2015-11-15,54.0,29.0,20.0,35.0
684,2015-11-16,55.0,18.0,22.0,28.0
685,2015-11-17,39.0,30.0,20.0,34.0
686,2015-11-18,56.0,22.0,18.0,35.0
687,2015-11-19,49.0,23.0,17.0,51.0
688,2015-11-20,54.0,19.0,20.0,34.0
689,2015-11-21,42.0,29.0,20.0,51.0
690,2015-11-22,59.0,46.0,15.0,59.0
691,2015-11-23,91.0,30.0,15.0,43.0
692,2015-11-24,73.0,23.0,11.0,54.0
693,2015-11-25,55.0,45.0,7.0,62.0
694,2015-11-26,85.0,52.0,4.0,48.0
695,2015-11-27,115.0,23.0,20.0,43.0
696,2015-11-28,38.0,22.0,27.0,24.0
697,2015-11-29,43.0,20.0,26.0,31.0
698,2015-11-30,34.0,29.0,22.0,51.0
699,2015-12-01,55.0,42.0,19.0,62.0
700,2015-12-02,71.0,46.0,8.0,49.0
701,2015-12-03,86.0,36.0,16.0,53.0
702,2015-12-04,70.0,37.0,11.0,41.0
703,2015-12-05,75.0,38.0,12.0,34.0
704,2015-12-06,78.0,47.0,2.0,48.0
705,2015-12-07,87.0,37.0,17.0,50.0
706,2015-12-08,77.0,80.0,11.0,50.0
707,2015-12-09,73.0,33.0,8.0,40.0
708,2015-12-10,67.0,34.0,13.0,42.0
709,2015-12-11,70.0,31.0,14.0,40.0
710,2015-12-12,61.0,38.0,16.0,34.0
711,2015-12-13,79.0,48.0,6.0,42.0
712,2015-12-14,104.0,43.0,11.0,50.0
713,2015-12-15,91.0,48.0,8.0,40.0
714,2015-12-16,77.0,47.0,5.0,47.0
715,2015-12-17,84.0,50.0,9.0,42.0
716,2015-12-18,95.0,50.0,3.0,44.0
717,2015-12-19,97.0,37.0,23.0,34.0
718,2015-12-20,73.0,27.0,24.0,31.0
719,2015-12-21,49.0,27.0,21.0,37.0
720,2015-12-22,56.0,36.0,15.0,44.0
721,2015-12-23,65.0,32.0,22.0,35.0
722,2015-12-24,69.0,33.0,17.0,35.0
723,2015-12-25,66.0,39.0,11.0,43.0
724,2015-12-26,81.0,42.0,9.0,44.0
725,2015-12-27,86.0,49.0,3.0,46.0
726,2015-12-28,86.0,39.0,18.0,49.0
727,2015-12-29,68.0,36.0,10.0,47.0
728,2015-12-30,63.0,40.758620689655174,12.482758620689655,43.206896551724135
729,2015-12-31,75.3,40.758620689655174,12.482758620689655,43.206896551724135
730,2016-01-01,68.2,24.0,18.0,34.0
731,2016-01-02,51.0,19.0,20.0,32.0
732,2016-01-03,47.0,28.0,20.0,38.0
733,2016-01-04,47.0,24.0,19.0,40.0
734,2016-01-05,51.0,24.0,16.0,40.0
735,2016-01-06,51.0,24.0,22.0,39.0
736,2016-01-07,54.0,40.0,16.0,52.0
737,2016-01-08,73.0,29.0,18.0,41.0
738,2016-01-09,65.0,17.0,24.0,38.0
739,2016-01-10,41.0,20.0,18.0,44.0
740,2016-01-11,47.0,20.0,20.0,40.0
741,2016-01-12,43.0,33.0,22.0,44.0
742,2016-01-13,53.0,28.0,17.0,48.0
743,2016-01-14,59.0,27.0,19.0,47.0
744,2016-01-15,48.0,44.0,13.0,58.0
745,2016-01-16,71.0,60.0,12.0,52.0
746,2016-01-17,87.0,41.0,14.0,40.0
747,2016-01-18,76.0,52.0,3.0,45.0
748,2016-01-19,112.0,64.0,3.0,51.0
749,2016-01-20,143.0,61.0,4.0,51.0
750,2016-01-21,140.0,51.0,2.0,47.0
751,2016-01-22,109.0,37.0,11.0,44.0
752,2016-01-23,73.0,39.0,3.0,38.0
753,2016-01-24,85.0,51.0,5.0,45.0
754,2016-01-25,92.0,43.0,17.0,38.0
755,2016-01-26,77.0,41.0,22.0,30.0
756,2016-01-27,53.0,39.0,19.0,51.0
757,2016-01-28,59.0,37.0,14.0,46.0
758,2016-01-29,56.0,17.0,22.0,32.0
759,2016-01-30,37.0,17.0,18.0,40.0
760,2016-01-31,46.0,28.0,24.0,39.0
761,2016-02-01,45.0,23.0,22.0,35.0
762,2016-02-02,44.0,27.0,20.0,40.0
763,2016-02-03,46.0,27.0,14.0,43.0
764,2016-02-04,51.0,29.0,15.0,47.0
765,2016-02-05,54.0,34.0,20.0,44.0
766,2016-02-06,62.0,20.0,26.0,30.0
767,2016-02-07,44.0,23.0,27.0,31.0
768,2016-02-08,41.0,20.0,25.0,39.0
769,2016-02-09,44.0,22.0,25.0,41.0
770,2016-02-10,40.0,34.0,21.0,50.0
771,2016-02-11,57.0,28.0,16.0,44.0
772,2016-02-12,62.0,28.0,17.0,49.0
773,2016-02-13,68.0,22.0,21.0,42.0
774,2016-02-14,56.0,31.0,21.0,40.0
775,2016-02-15,54.0,40.0,13.0,47.0
776,2016-02-16,66.0,55.0,11.0,55.0
777,2016-02-17,103.0,48.0,8.0,49.0
778,2016-02-18,100.0,41.0,18.0,52.0
779,2016-02-19,69.0,20.0,21.0,34.0
780,2016-02-20,47.0,15.0,20.0,28.0
781,2016-02-21,36.0,24.0,24.0,34.0
782,2016-02-22,46.0,26.0,23.0,47.0
783,2016-02-23,55.0,45.0,19.0,56.0
784,2016-02-24,84.0,44.0,18.0,48.0
785,2016-02-25,86.0,59.0,21.0,59.0
786,2016-02-26,119.0,46.0,18.0,44.0
787,2016-02-27,95.0,44.0,23.0,34.0
788,2016-02-28,93.0,41.0,23.0,37.0
789,2016-02-29,77.0,39.0,13.0,46.0
790,2016-03-01,76.0,22.0,23.0,39.0
791,2016-03-02,45.0,28.0,24.0,41.0
792,2016-03-03,47.0,29.0,21.0,51.0
793,2016-03-04,58.0,28.0,24.0,49.0
794,2016-03-05,62.0,29.0,26.0,44.0
795,2016-03-06,61.0,29.0,21.0,47.0
796,2016-03-07,59.0,37.0,22.0,52.0
797,2016-03-08,64.0,31.0,19.0,43.0
798,2016-03-09,60.0,41.0,15.0,50.0
799,2016-03-10,74.0,71.0,23.0,49.0
800,2016-03-11,135.0,62.0,29.0,49.0
801,2016-03-12,142.0,54.0,26.0,42.0
802,2016-03-13,118.0,47.0,20.0,44.0
803,2016-03-14,92.0,51.0,18.0,48.0
804,2016-03-15,101.0,51.0,21.0,40.0
805,2016-03-16,99.0,48.0,20.0,48.0
806,2016-03-17,98.0,67.0,12.0,49.0
807,2016-03-18,148.0,45.0,18.0,41.0
808,2016-03-19,94.0,39.0,21.0,40.0
809,2016-03-20,83.0,39.0,23.0,46.0
810,2016-03-21,72.0,45.0,29.0,50.0
811,2016-03-22,80.0,45.0,21.0,47.0
812,2016-03-23,84.0,53.0,22.0,56.0
813,2016-03-24,102.0,39.0,19.0,46.0
814,2016-03-25,82.0,32.0,23.0,41.0
815,2016-03-26,68.0,18.0,31.0,28.0
816,2016-03-27,40.0,20.0,27.0,25.0
817,2016-03-28,40.0,25.0,25.0,40.0
818,2016-03-29,47.0,29.0,20.0,51.0
819,2016-03-30,59.0,24.0,22.0,44.0
820,2016-03-31,62.0,44.0,22.0,46.0
821,2016-04-01,98.0,44.0,14.0,45.0
822,2016-04-02,94.0,39.0,28.0,43.0
823,2016-04-03,83.0,25.0,27.0,44.0
824,2016-04-04,57.0,41.0,28.0,49.0
825,2016-04-05,70.0,42.0,24.0,48.0
826,2016-04-06,65.0,26.0,28.0,43.0
827,2016-04-07,53.0,31.0,21.0,47.0
828,2016-04-08,59.0,38.0,26.0,50.0
829,2016-04-09,71.0,31.0,33.0,48.0
830,2016-04-10,69.0,29.0,25.0,49.0
831,2016-04-11,63.0,32.0,25.0,54.0
832,2016-04-12,65.0,31.0,28.0,51.0
833,2016-04-13,68.0,33.0,25.0,53.0
834,2016-04-14,65.0,28.0,27.0,42.0
835,2016-04-15,52.0,22.0,30.0,40.0
836,2016-04-16,54.0,24.0,28.0,42.0
837,2016-04-17,59.0,30.0,32.0,54.0
838,2016-04-18,62.0,47.0,35.0,64.0
839,2016-04-19,71.0,50.0,34.0,51.0
840,2016-04-20,74.0,45.0,29.0,55.0
841,2016-04-21,68.0,58.0,16.0,54.0
842,2016-04-22,94.0,43.0,26.0,38.0
843,2016-04-23,77.0,24.0,28.0,42.0
844,2016-04-24,52.0,29.0,27.0,48.0
845,2016-04-25,56.0,22.0,30.0,42.0
846,2016-04-26,44.0,23.0,30.0,35.0
847,2016-04-27,37.0,27.0,31.0,46.0
848,2016-04-28,47.0,29.0,30.0,38.0
849,2016-04-29,45.0,23.0,28.0,36.0
850,2016-04-30,45.0,29.0,38.0,31.0
851,2016-05-01,45.0,30.0,30.0,49.0
852,2016-05-02,52.0,31.0,33.0,42.0
853,2016-05-03,62.0,38.0,40.0,54.0
854,2016-05-04,76.0,50.0,45.0,50.0
855,2016-05-05,64.0,51.0,44.0,57.0
856,2016-05-06,74.0,58.0,42.0,55.0
857,2016-05-07,88.0,58.0,47.0,59.0
858,2016-05-08,92.0,42.0,41.0,45.0
859,2016-05-09,61.0,30.0,27.0,44.0
860,2016-05-10,62.0,36.0,25.0,49.0
861,2016-05-11,78.0,35.0,28.0,50.0
862,2016-05-12,74.0,63.0,32.0,47.0
863,2016-05-13,134.0,47.0,33.0,36.0
864,2016-05-14,63.0,33.0,36.0,41.0
865,2016-05-15,63.0,39.0,37.0,49.0
866,2016-05-16,72.0,41.0,33.0,58.0
867,2016-05-17,67.0,43.0,38.0,50.0
868,2016-05-18,62.0,31.0,30.0,39.0
869,2016-05-19,53.0,32.0,25.0,46.0
870,2016-05-20,64.0,32.0,27.0,41.0
871,2016-05-21,65.0,27.0,24.0,45.0
872,2016-05-22,70.0,25.0,24.0,37.0
873,2016-05-23,61.0,33.0,23.0,44.0
874,2016-05-24,60.0,43.0,28.0,45.0
875,2016-05-25,70.0,48.0,25.0,50.0
876,2016-05-26,88.0,44.0,40.0,54.0
877,2016-05-27,82.0,43.0,29.0,54.0
878,2016-05-28,85.0,53.0,20.0,40.0
879,2016-05-29,120.0,34.0,25.0,39.0
880,2016-05-30,81.0,18.0,21.0,38.0
881,2016-05-31,43.0,39.0,14.0,40.0
882,2016-06-01,81.0,31.0,18.0,38.0
883,2016-06-02,62.0,28.0,20.0,43.0
884,2016-06-03,62.0,34.0,20.0,35.0
885,2016-06-04,69.0,43.0,22.0,37.0
886,2016-06-05,97.0,55.0,23.0,52.0
887,2016-06-06,118.0,51.0,46.0,58.0
888,2016-06-07,95.0,52.0,38.0,46.0
889,2016-06-08,90.0,46.0,38.0,47.0
890,2016-06-09,77.0,48.0,44.0,63.0
891,2016-06-10,77.0,37.0,36.0,53.0
892,2016-06-11,68.0,33.0,29.0,40.0
893,2016-06-12,69.0,28.0,20.0,35.0
894,2016-06-13,50.0,26.0,20.0,33.0
895,2016-06-14,49.0,25.0,21.0,37.0
896,2016-06-15,38.0,29.0,16.0,45.0
897,2016-06-16,55.0,34.0,25.0,43.0
898,2016-06-17,52.0,28.0,27.0,39.0
899,2016-06-18,51.0,31.0,35.0,38.0
900,2016-06-19,57.0,27.0,20.0,40.0
901,2016-06-20,52.0,26.0,15.0,31.0
902,2016-06-21,48.0,36.0,32.0,47.0
903,2016-06-22,62.0,38.0,43.0,56.0
904,2016-06-23,63.0,31.0,33.0,36.0
905,2016-06-24,52.0,27.0,27.0,32.0
906,2016-06-25,41.0,25.0,30.0,29.0
907,2016-06-26,37.0,40.0,23.0,38.0
908,2016-06-27,52.0,29.0,26.0,43.0
909,2016-06-28,49.0,28.0,25.0,36.0
910,2016-06-29,38.0,29.0,22.0,37.0
911,2016-06-30,48.0,23.0,16.0,30.0
912,2016-07-01,35.0,24.0,22.0,27.0
913,2016-07-02,40.0,24.0,19.0,33.0
914,2016-07-03,49.0,30.0,21.0,35.0
915,2016-07-04,59.0,28.0,21.0,36.0
916,2016-07-05,58.0,37.0,38.0,47.0
917,2016-07-06,60.0,45.0,53.0,64.0
918,2016-07-07,69.0,53.0,45.0,63.0
919,2016-07-08,73.0,30.0,31.0,35.0
920,2016-07-09,59.0,44.0,35.0,45.0
921,2016-07-10,65.0,45.0,23.0,34.0
922,2016-07-11,47.0,33.0,24.0,37.0
923,2016-07-12,43.0,30.0,22.0,39.0
924,2016-07-13,35.0,31.0,26.0,29.0
925,2016-07-14,49.0,42.0,37.0,44.0
926,2016-07-15,62.0,48.0,26.0,43.0
927,2016-07-16,64.0,52.0,35.0,37.0
928,2016-07-17,59.0,53.0,34.0,47.0
929,2016-07-18,58.0,66.0,41.0,64.0
930,2016-07-19,67.0,55.0,42.0,64.0
931,2016-07-20,73.0,42.0,34.0,41.0
932,2016-07-21,68.0,43.0,34.0,36.0
933,2016-07-22,57.0,47.0,37.0,32.0
934,2016-07-23,57.0,62.0,34.0,35.0
935,2016-07-24,53.0,60.0,24.0,39.0
936,2016-07-25,65.0,33.0,27.0,33.0
937,2016-07-26,52.0,34.0,26.0,40.0
938,2016-07-27,60.0,25.0,25.0,33.0
939,2016-07-28,46.0,23.0,23.0,31.0
940,2016-07-29,44.0,25.0,24.0,38.0
941,2016-07-30,49.0,35.0,32.0,35.0
942,2016-07-31,52.0,30.0,32.0,39.0
943,2016-08-01,48.0,26.0,23.0,32.0
944,2016-08-02,50.0,26.0,20.0,29.0
945,2016-08-03,54.0,26.0,18.0,28.0
946,2016-08-04,52.0,29.0,29.0,32.0
947,2016-08-05,53.0,37.0,26.0,38.0
948,2016-08-06,60.0,32.0,26.0,36.0
949,2016-08-07,55.0,30.0,26.0,30.0
950,2016-08-08,50.0,41.0,29.0,31.0
951,2016-08-09,52.0,51.0,25.0,32.0
952,2016-08-10,74.0,33.0,27.0,32.0
953,2016-08-11,49.0,37.0,25.0,31.0
954,2016-08-12,63.0,47.0,39.0,32.0
955,2016-08-13,58.0,47.0,31.0,26.0
956,2016-08-14,51.0,53.0,40.0,38.0
957,2016-08-15,63.0,47.0,51.0,54.0
958,2016-08-16,74.0,61.0,51.0,56.0
959,2016-08-17,72.0,39.0,30.0,54.0
960,2016-08-18,75.0,34.0,28.0,40.0
961,2016-08-19,72.0,26.0,30.0,24.0
962,2016-08-20,46.0,22.0,26.0,25.0
963,2016-08-21,41.0,33.0,36.0,48.0
964,2016-08-22,57.0,110.0,34.0,52.0
965,2016-08-23,91.0,56.0,53.0,62.0
966,2016-08-24,58.0,109.0,71.0,81.0
967,2016-08-25,87.0,80.0,80.0,85.0
968,2016-08-26,92.0,63.0,56.0,57.0
969,2016-08-27,93.0,50.0,31.0,44.0
970,2016-08-28,59.0,29.0,23.0,37.0
971,2016-08-29,50.0,48.0,37.0,58.0
972,2016-08-30,75.0,51.0,45.0,63.0
973,2016-08-31,81.0,42.0,27.0,49.0
974,2016-09-01,57.0,47.0,43.0,59.0
975,2016-09-02,65.0,41.0,30.0,46.0
976,2016-09-03,59.0,29.0,19.0,39.0
977,2016-09-04,54.0,29.0,19.0,44.0
978,2016-09-05,58.0,32.0,8.0,38.0
979,2016-09-06,64.0,44.0,38.0,60.0
980,2016-09-07,67.0,50.0,28.0,62.0
981,2016-09-08,70.0,50.0,33.0,62.0
982,2016-09-09,65.0,47.0,33.0,57.0
983,2016-09-10,65.0,36.0,19.0,37.0
984,2016-09-11,60.0,59.0,40.0,64.0
985,2016-09-12,71.0,60.0,36.0,75.0
986,2016-09-13,72.0,47.0,39.0,60.0
987,2016-09-14,62.0,33.0,29.0,48.0
988,2016-09-15,62.0,30.0,22.0,37.0
989,2016-09-16,53.0,24.0,13.0,29.0
990,2016-09-17,52.0,29.0,28.0,31.0
991,2016-09-18,64.0,34.0,24.0,46.0
992,2016-09-19,71.0,39.0,22.0,49.0
993,2016-09-20,75.0,50.0,21.0,64.0
994,2016-09-21,86.0,55.0,29.0,72.0
995,2016-09-22,91.0,45.0,26.0,65.0
996,2016-09-23,84.0,48.0,36.0,63.0
997,2016-09-24,79.0,33.0,23.0,48.0
998,2016-09-25,64.0,43.0,19.0,56.0
999,2016-09-26,70.0,41.0,25.0,54.0
1000,2016-09-27,61.0,35.0,20.0,49.0
1001,2016-09-28,58.0,29.0,15.0,36.0
1002,2016-09-29,49.0,36.0,21.0,53.0
1003,2016-09-30,57.0,26.0,22.0,40.0
1004,2016-10-01,57.0,23.0,23.0,34.0
1005,2016-10-02,43.0,43.0,19.0,55.0
1006,2016-10-03,69.0,47.0,25.0,49.0
1007,2016-10-04,61.0,41.0,20.0,41.0
1008,2016-10-05,48.0,40.0,16.0,41.0
1009,2016-10-06,44.0,38.0,7.0,38.0
1010,2016-10-07,63.0,51.0,11.0,35.0
1011,2016-10-08,75.0,54.0,19.0,46.0
1012,2016-10-09,76.0,48.0,11.0,58.0
1013,2016-10-10,83.0,41.0,11.0,44.0
1014,2016-10-11,80.0,53.0,9.0,44.0
1015,2016-10-12,104.0,56.0,6.0,39.0
1016,2016-10-13,67.0,35.0,4.0,41.0
1017,2016-10-14,70.0,39.0,18.0,40.0
1018,2016-10-15,76.0,35.0,21.0,47.0
1019,2016-10-16,66.0,27.0,18.0,46.0
1020,2016-10-17,50.0,32.0,19.0,47.0
1021,2016-10-18,56.0,32.0,16.0,47.0
1022,2016-10-19,46.0,29.0,14.0,45.0
1023,2016-10-20,51.0,31.0,12.0,48.0
1024,2016-10-21,55.0,43.0,13.0,51.0
1025,2016-10-22,81.0,35.0,14.0,41.0
1026,2016-10-23,72.0,40.0,3.0,41.0
1027,2016-10-24,86.0,50.0,3.0,45.0
1028,2016-10-25,95.0,51.0,3.0,39.0
1029,2016-10-26,92.0,55.0,2.0,50.0
1030,2016-10-27,118.0,51.0,19.0,54.0
1031,2016-10-28,104.0,35.0,16.0,42.0
1032,2016-10-29,72.0,45.0,12.0,40.0
1033,2016-10-30,82.0,42.0,9.0,44.0
1034,2016-10-31,70.0,41.0,5.0,44.0
1035,2016-11-01,82.0,38.0,16.0,47.0
1036,2016-11-02,71.0,62.0,9.0,60.0
1037,2016-11-03,80.0,45.0,3.0,47.0
1038,2016-11-04,90.0,33.0,19.0,42.0
1039,2016-11-05,72.0,28.0,17.0,46.0
1040,2016-11-06,62.0,59.0,12.0,42.0
1041,2016-11-07,53.0,32.0,8.0,46.0
1042,2016-11-08,62.0,27.0,17.0,38.0
1043,2016-11-09,51.0,21.0,17.0,50.0
1044,2016-11-10,44.0,48.0,14.0,38.0
1045,2016-11-11,49.0,61.0,3.0,41.0
1046,2016-11-12,113.0,34.0,9.0,35.0
1047,2016-11-13,68.0,41.0,7.0,41.0
1048,2016-11-14,81.0,35.0,2.0,40.0
1049,2016-11-15,73.0,23.0,10.0,37.0
1050,2016-11-16,49.0,21.0,19.0,35.0
1051,2016-11-17,34.0,22.0,25.0,38.0
1052,2016-11-18,38.0,23.0,21.0,37.0
1053,2016-11-19,42.0,25.0,23.0,32.0
1054,2016-11-20,42.0,23.0,15.0,46.0
1055,2016-11-21,54.0,34.0,20.0,44.0
1056,2016-11-22,57.0,38.0,4.0,49.0
1057,2016-11-23,76.0,42.0,1.0,43.0
1058,2016-11-24,78.0,48.0,1.0,37.0
1059,2016-11-25,89.0,52.0,11.448275862068966,39.0
1060,2016-11-26,97.0,59.0,8.0,40.0
1061,2016-11-27,100.0,41.0,16.0,43.0
1062,2016-11-28,58.0,38.0,11.0,45.0
1063,2016-11-29,62.0,64.0,2.0,68.0
1064,2016-11-30,117.0,97.0,3.0,89.0
1065,2016-12-01,170.0,95.0,1.0,86.0
1066,2016-12-02,176.0,59.0,12.0,47.0
1067,2016-12-03,89.0,65.0,6.0,43.0
1068,2016-12-04,83.0,67.0,1.0,53.0
1069,2016-12-05,127.0,74.0,1.0,57.0
1070,2016-12-06,155.0,76.0,1.0,53.0
1071,2016-12-07,151.0,67.0,2.0,53.0
1072,2016-12-08,139.0,61.0,3.0,54.0
1073,2016-12-09,119.0,55.0,2.0,47.0
1074,2016-12-10,114.0,46.0,14.0,47.0
1075,2016-12-11,74.0,39.0,10.0,46.0
1076,2016-12-12,69.0,41.0,3.0,45.0
1077,2016-12-13,82.0,75.0,2.0,48.0
1078,2016-12-14,95.0,61.0,1.0,48.0
1079,2016-12-15,123.0,56.0,3.0,47.0
1080,2016-12-16,100.0,61.0,8.0,46.0
1081,2016-12-17,107.0,44.0,4.0,35.0
1082,2016-12-18,78.0,42.0,7.0,39.0
1083,2016-12-19,73.0,42.0,8.0,39.0
1084,2016-12-20,80.0,42.0,6.0,39.0
1085,2016-12-21,78.0,31.0,7.0,45.0
1086,2016-12-22,66.0,42.0,15.0,46.0
1087,2016-12-23,76.0,29.0,17.0,38.0
1088,2016-12-24,50.0,32.0,19.0,32.0
1089,2016-12-25,49.0,27.0,17.0,40.0
1090,2016-12-26,46.0,53.0,9.0,59.0
1091,2016-12-27,85.0,52.0,10.0,48.0
1092,2016-12-28,83.0,57.0,7.0,44.0
1093,2016-12-29,101.0,63.0,2.0,47.0
1094,2016-12-30,141.0,49.0,2.0,33.0
1095,2016-12-31,104.0,31.0,5.0,26.0
1096,2017-01-01,77.0,37.0,4.0,41.0
1097,2017-01-02,79.0,39.0,7.0,57.0
1098,2017-01-03,78.0,33.0,10.0,46.0
1099,2017-01-04,61.0,44.0,10.0,53.0
1100,2017-01-05,66.0,53.0,8.0,48.0
1101,2017-01-06,90.0,53.0,5.0,43.0
1102,2017-01-07,103.0,38.0,3.0,44.0
1103,2017-01-08,98.0,29.0,16.0,36.0
1104,2017-01-09,108.0,30.0,13.0,53.0
1105,2017-01-10,54.0,33.0,22.0,42.0
1106,2017-01-11,55.0,38.0,18.0,46.0
